CELL_LINE_NAME,DRUG_NAME,AUC
HCC2998,Leflunomide,0.914235
NCI-H2085,Crizotinib,0.9865649999999999
TC-YIK,Crizotinib,0.989188
SK-LMS-1,Lapatinib,0.961512
MDA-MB-330,Lapatinib,0.7601220000000001
KARPAS-45,Dabrafenib,0.940602
SLVL,Gefitinib,0.991035
U-118-MG,Ulixertinib,0.9283084999999999
SNU-449,Erlotinib,0.914325
ME-180,Gefitinib,0.909377
CAL-27,Dasatinib,0.7946810000000001
AN3-CA,Staurosporine,0.429756
TE-9,Sorafenib,0.918215
SK-MEL-1,Vinblastine,0.958583
COLO-829,Erlotinib,0.935041
T-T,Sorafenib,0.8888780000000001
RCC-JW,Vorinostat,0.853669
YT,Nilotinib,0.995557
COR-L23,Erlotinib,0.9368780000000001
ESO26,Tamoxifen,0.9608770000000001
MC-CAR,Linsitinib,0.984426
DOHH-2,Ruxolitinib,0.9942350000000001
MKN1,Sorafenib,0.9494290000000001
JHU-022,Erlotinib,0.811959
COR-L88,Dabrafenib,0.985458
RPMI-8866,Leflunomide,0.708428
ES7,Erlotinib,0.9829040000000001
G-361,Ulixertinib,0.845242
CAPAN-2,Crizotinib,0.973447
KP-N-YN,Nilotinib,0.988856
GI-ME-N,Erlotinib,0.952094
NCI-H520,Tamoxifen,0.9427780000000001
VMRC-LCD,Trametinib,0.9814219999999999
NCCIT,Vinblastine,0.33828400000000003
HCC1419,Lapatinib,0.804021
TK,Vorinostat,0.699308
COLO-680N,Gefitinib,0.957849
J82,Crizotinib,0.971741
MDA-MB-361,Dabrafenib,0.991041
KNS-62,Leflunomide,0.908018
SW837,MK-1775,0.64772
COLO-792,Afatinib,0.858927
HARA,Erlotinib,0.9356639999999999
HLE,Afatinib,0.9180370000000001
RT4,Palbociclib,0.957759
NCI-H322M,Leflunomide,0.8895350000000001
TGBC24TKB,Vinblastine,0.779619
HSC-2,Sorafenib,0.8955200000000001
MFE-319,Vinblastine,0.644429
CAL-39,Sorafenib,0.889972
LU-139,Crizotinib,0.9946969999999999
HT-1080,Erlotinib,0.954583
Saos-2,Staurosporine,0.260621
NCI-H441,Linsitinib,0.924514
HCC1806,Dasatinib,0.734254
WM793B,Staurosporine,0.31501799999999996
MOLT-13,Osimertinib,0.964736
VAL,Linsitinib,0.9400540000000001
NCI-N87,Sorafenib,0.907186
SU-DHL-10,Osimertinib,0.9879549999999999
EFO-21,Ulixertinib,0.8289230000000001
NCI-H1963,Gefitinib,0.966046
NCI-H1666,Daporinad,0.922178
CAL-62,Lapatinib,0.847706
NCI-H1781,Trametinib,0.872341
NOMO-1,Ulixertinib,0.8360185
ME-180,Sorafenib,0.8803270000000001
CFPAC-1,Crizotinib,0.9797309999999999
NCI-H650,Lapatinib,0.9765209999999999
LB771-HNC,Staurosporine,0.45703699999999997
PCI-4B,Leflunomide,0.841716
SW1417,Palbociclib,0.916797
SLVL,Linsitinib,0.9888600000000001
U-2-OS,Sorafenib,0.9008719999999999
JJN-3,Gefitinib,0.9946940000000001
HCC70,Leflunomide,0.940469
UACC-812,Crizotinib,0.9318770000000001
CAMA-1,Nilotinib,0.9137549999999999
SH-4,Osimertinib,0.98514
MDA-MB-231,Crizotinib,0.923055
RXF393,Afatinib,0.943903
MS751,Linsitinib,0.9776239999999999
CA46,Gefitinib,0.983245
SNU-387,Erlotinib,0.9758819999999999
A673,MK-1775,0.781442
NCI-H520,Osimertinib,0.963683
BT-549,MK-1775,0.681351
MSTO-211H,Erlotinib,0.940383
NCI-H1435,Trametinib,0.988284
NCI-H810,Afatinib,0.902809
NCI-H2347,Staurosporine,0.689281
NH-12,Nilotinib,0.9869379999999999
GCT,Nilotinib,0.9727709999999999
OVCAR-4,Vorinostat,0.9028440000000001
EKVX,Leflunomide,0.866613
SHP-77,Erlotinib,0.982906
JIMT-1,Crizotinib,0.943441
KYSE-270,Dabrafenib,0.970968
TOV-21G,Vinblastine,0.795021
NCI-H727,Sorafenib,0.84649
ES4,Erlotinib,0.931767
ML-2,Leflunomide,0.880525
PC-3,Staurosporine,0.724251
TE-6,Leflunomide,0.850253
GCIY,Osimertinib,0.9180510000000001
TE-8,Crizotinib,0.9913139999999999
P31-FUJ,Dasatinib,0.959624
OC-314,Staurosporine,0.262544
PSN1,Navitoclax,0.876309
Saos-2,Palbociclib,0.9598559999999999
SNU-C1,Dabrafenib,0.944249
NCI-H1651,Ulixertinib,0.969362
AN3-CA,MK-1775,0.691635
TK,Dabrafenib,0.975275
SK-GT-4,Ulixertinib,0.8445815000000001
OCI-AML3,Osimertinib,0.9433030000000001
GCIY,Gefitinib,0.922667
MDA-MB-231,Lapatinib,0.8898
RT-112,Navitoclax,0.9082790000000001
CTV-1,Gefitinib,0.986375
COLO-824,Crizotinib,0.826944
SISO,Vinblastine,0.673327
GCIY,Sorafenib,0.8632610000000001
HuO9,Navitoclax,0.590047
NB69,Palbociclib,0.606943
NCI-H1781,Nilotinib,0.9814930000000001
RS4-11,Ulixertinib,0.9566255
C32,MK-1775,0.83109
RH-1,Crizotinib,0.995431
RH-41,Ruxolitinib,0.9885639999999999
VMRC-LCD,Erlotinib,0.9843149999999999
NCI-H520,Nilotinib,0.9681379999999999
GP5d,Tamoxifen,0.9738879999999999
TC-71,Lapatinib,0.9354690000000001
HCC1569,Afatinib,0.873384
PC-3,Erlotinib,0.966612
OS-RC-2,Dasatinib,0.888041
YAPC,Dasatinib,0.8203450000000001
OE21,Linsitinib,0.957082
NCI-H1975,Dasatinib,0.800635
BL-41,Afatinib,0.847447
HCC1954,Dabrafenib,0.99361
LXF-289,Vinblastine,0.818156
ST486,Palbociclib,0.9109430000000001
OAW-28,Dasatinib,0.937126
UACC-257,Vinblastine,0.886834
HSC-39,Trametinib,0.807998
KP-1N,Erlotinib,0.961356
MS751,Dasatinib,0.974899
MKN45,Leflunomide,0.8624870000000001
Hey,Gefitinib,0.945851
22RV1,Daporinad,0.7650279999999999
NCI-H2595,Gefitinib,0.9803870000000001
NAMALWA,Leflunomide,0.774393
KP-1N,Afatinib,0.868251
NB14,Palbociclib,0.891452
NCI-H226,Dasatinib,0.801045
EW-16,Lapatinib,0.9140520000000001
HSC-2,Crizotinib,0.9898319999999999
BB49-HNC,Vorinostat,0.78925
NB10,Staurosporine,0.5793229999999999
EW-7,Gefitinib,0.980563
RPMI-7951,MK-1775,0.586408
BFTC-905,Ruxolitinib,0.9888129999999999
COLO-205,Osimertinib,0.9653799999999999
LC-1-sq,Gefitinib,0.884452
LXF-289,Staurosporine,0.083566
MOG-G-UVW,Lapatinib,0.922268
GR-ST,Daporinad,0.357227
HCC-44,Vorinostat,0.8127439999999999
JJN-3,Ruxolitinib,0.994664
NCI-H2023,Crizotinib,0.9795280000000001
SW948,Sorafenib,0.929983
COLO-679,Tamoxifen,0.982714
KU812,Tamoxifen,0.9087350000000001
NCI-H2085,Osimertinib,0.94016
MOG-G-CCM,Navitoclax,0.93626
SCC-15,Navitoclax,0.9152379999999999
DSH1,Erlotinib,0.9086770000000001
SNU-61,Dasatinib,0.985294
ABC-1,Crizotinib,0.985635
SK-N-SH,Dabrafenib,0.93514
VCaP,Trametinib,0.978509
NCI-H1792,Lapatinib,0.9224620000000001
HuCCT1,Daporinad,0.898251
KYSE-140,Dabrafenib,0.976983
NCI-H64,Dabrafenib,0.9487909999999999
MKN45,MK-1775,0.5815319999999999
COLO-680N,Ruxolitinib,0.9710989999999999
HuCCT1,Trametinib,0.755339
COLO-679,Ulixertinib,0.7287665
NCI-H1755,Lapatinib,0.833109
MDA-MB-231,Tamoxifen,0.972299
PANC-08-13,Erlotinib,0.912042
SHP-77,Staurosporine,0.260311
MDA-MB-415,Navitoclax,0.649961
LU-135,Linsitinib,0.946427
NCI-H2461,Vorinostat,0.8207709999999999
SU-DHL-10,Vorinostat,0.650617
C-33-A,MK-1775,0.521333
GRANTA-519,Ruxolitinib,0.982253
UACC-812,Staurosporine,0.516037
OE33,Lapatinib,0.774834
MPP-89,Ruxolitinib,0.9713200000000001
A253,Trametinib,0.9591059999999999
NCI-H1792,Dasatinib,0.8888030000000001
MDA-MB-453,Tamoxifen,0.904576
EW-24,Gefitinib,0.969148
WIL2-NS,Ruxolitinib,0.984642
NCI-H1944,Sorafenib,0.8368950000000001
IST-MES1,Lapatinib,0.934054
NCI-H1650,Palbociclib,0.932911
FTC-133,MK-1775,0.629432
IHH-4,Palbociclib,0.9535389999999999
NCI-H2023,Trametinib,0.881757
NCI-H1993,Palbociclib,0.89331
TOV-112D,Trametinib,0.877028
TK,Afatinib,0.885465
PA-TU-8902,Linsitinib,0.8889610000000001
SNG-M,Trametinib,0.9644870000000001
LN-405,Vorinostat,0.925767
MM1S,Palbociclib,0.981475
A375,Gefitinib,0.988548
BC-1,Ruxolitinib,0.9696020000000001
SK-LMS-1,Linsitinib,0.975424
IM-9,Leflunomide,0.894014
BICR78,Vinblastine,0.89455
DG-75,Vorinostat,0.7154510000000001
SNU-61,Palbociclib,0.969001
NCI-H847,Daporinad,0.268716
C2BBe1,Ulixertinib,0.8935555000000001
COR-L32,Erlotinib,0.9816299999999999
EFM-192A,MK-1775,0.9548719999999999
RERF-LC-KJ,Dabrafenib,0.980319
OPM-2,Staurosporine,0.11021199999999999
P12-ICHIKAWA,Gefitinib,0.99265
TC-YIK,Navitoclax,0.383693
ASH-3,Palbociclib,0.98057
OSC-20,Linsitinib,0.951463
SW872,Nilotinib,0.983403
ESO26,Vorinostat,0.85488
AMO-1,Ulixertinib,0.9361965
KU812,Osimertinib,0.958145
LCLC-97TM1,Linsitinib,0.917055
FU97,Ulixertinib,0.9223389999999999
NCI-H1915,Staurosporine,0.38436
22RV1,Staurosporine,0.418939
MDA-MB-175-VII,Ulixertinib,0.8265615
42-MG-BA,Trametinib,0.928075
DOV13,Afatinib,0.824298
SCC-4,MK-1775,0.908173
D-263MG,Dabrafenib,0.984883
L-540,Osimertinib,0.932688
LN-405,Lapatinib,0.982876
DOK,Ulixertinib,0.8061975
OAW-28,Vorinostat,0.78136
IGR-1,Navitoclax,0.906244
KYSE-270,Sorafenib,0.8814639999999999
Raji,Dasatinib,0.973389
PWR-1E,Dabrafenib,0.987399
PANC-08-13,Leflunomide,0.9071049999999999
SU-DHL-10,Ruxolitinib,0.985554
NCI-H196,Ulixertinib,0.95806
EFM-19,MK-1775,0.8274809999999999
SNU-407,Lapatinib,0.870525
JVM-3,Daporinad,0.520207
HH,Navitoclax,0.8552639999999999
NOS-1,Linsitinib,0.8969860000000001
HT-144,Nilotinib,0.952092
SK-N-FI,Tamoxifen,0.957111
U-2-OS,Leflunomide,0.921356
LCLC-97TM1,Gefitinib,0.987992
EB-3,Tamoxifen,0.9067139999999999
NCCIT,Linsitinib,0.970492
DOV13,Nilotinib,0.933433
LS-180,Palbociclib,0.826508
EW-3,Tamoxifen,0.9577
COLO-679,Dasatinib,0.98726
G-MEL,Linsitinib,0.975366
OVISE,Osimertinib,0.9014190000000001
NB13,Ulixertinib,0.8570655
BICR22,Palbociclib,0.9855229999999999
RKN,MK-1775,0.78546
JVM-3,Navitoclax,0.63825
SKN-3,Leflunomide,0.9465110000000001
CADO-ES1,Trametinib,0.99223
C-4-I,Gefitinib,0.965276
KARPAS-299,Gefitinib,0.9902690000000001
EW-11,Crizotinib,0.978196
EW-24,Erlotinib,0.9710559999999999
C3A,Crizotinib,0.9874649999999999
NCI-H2461,MK-1775,0.705178
SBC-3,Ruxolitinib,0.968418
BICR10,Leflunomide,0.9350569999999999
NCI-H1355,Trametinib,0.890417
SW48,Navitoclax,0.612355
NCI-H1299,Osimertinib,0.984773
NB13,Leflunomide,0.900941
SNU-1,Osimertinib,0.985433
KALS-1,Ruxolitinib,0.9829100000000001
NCI-H2009,Vinblastine,0.75132
COLO-680N,Tamoxifen,0.9586030000000001
LAMA-84,Sorafenib,0.818934
NCI-H650,Ulixertinib,0.941773
Hs-445,Erlotinib,0.925701
AM-38,Vinblastine,0.780889
EB2,Dabrafenib,0.969843
EFM-192A,Vorinostat,0.82886
RCC10RGB,Trametinib,0.8149810000000001
RERF-LC-KJ,Vorinostat,0.8962469999999999
SUP-M2,Afatinib,0.910675
FLO-1,Osimertinib,0.9490629999999999
NCI-H2085,MK-1775,0.8122739999999999
MKN7,MK-1775,0.7312930000000001
SW1088,Erlotinib,0.9555680000000001
NEC8,Sorafenib,0.8817659999999999
NY,Staurosporine,0.314625
NCI-H1568,Ulixertinib,0.8954205
OCUM-1,Sorafenib,0.913487
CTV-1,MK-1775,0.5092770000000001
OVCAR-8,Palbociclib,0.9816450000000001
EW-7,Trametinib,0.9805200000000001
SUP-B15,Linsitinib,0.9902700000000001
HT-3,Linsitinib,0.967743
NCI-H209,Palbociclib,0.9100010000000001
CCRF-CEM,Dasatinib,0.9920399999999999
CML-T1,Dasatinib,0.054928
MIA-PaCa-2,Staurosporine,0.606846
Daudi,Ruxolitinib,0.950743
SW626,Afatinib,0.8913770000000001
DiFi,Afatinib,0.25001799999999996
P32-ISH,Vinblastine,0.404852
SW837,Vinblastine,0.9213979999999999
MOG-G-CCM,Trametinib,0.9216469999999999
NCI-H2122,Trametinib,0.449838
K5,Sorafenib,0.901402
G-402,Sorafenib,0.663339
MS751,Ruxolitinib,0.983367
OC-314,Vorinostat,0.797805
SiHa,Leflunomide,0.9147780000000001
Caov-4,Navitoclax,0.8550120000000001
OCI-AML3,Dabrafenib,0.921574
OE19,Tamoxifen,0.8915639999999999
HCC-827,Sorafenib,0.907661
CAL-51,Linsitinib,0.9677889999999999
ZR-75-30,Leflunomide,0.894983
ST486,Dabrafenib,0.825133
SW756,Dabrafenib,0.9755360000000001
ATN-1,Dabrafenib,0.96786
KP-N-YN,Tamoxifen,0.968008
NCI-N87,Osimertinib,0.5686979999999999
ST486,Afatinib,0.790126
TGBC1TKB,Erlotinib,0.947133
TE-4,Erlotinib,0.946177
NEC8,Palbociclib,0.995138
NOS-1,Crizotinib,0.993894
ML-2,Ulixertinib,0.7889705
COR-L32,MK-1775,0.7221529999999999
NB10,Vorinostat,0.731122
K5,Nilotinib,0.969032
NCI-H522,Daporinad,0.46278800000000003
OE33,Navitoclax,0.9677520000000001
M059J,Palbociclib,0.978543
SNU-387,Crizotinib,0.98561
COLO-792,Ruxolitinib,0.975967
ES8,Tamoxifen,0.960636
CAS-1,Tamoxifen,0.926894
OCI-AML3,Staurosporine,0.255012
SNU-387,Daporinad,0.820526
HSC-3,Erlotinib,0.8559329999999999
HuCCT1,Gefitinib,0.9219120000000001
786-0,Lapatinib,0.803538
NCI-H2461,Dasatinib,0.93639
SKN-3,Vorinostat,0.811949
KARPAS-299,Staurosporine,0.336376
JiyoyeP-2003,Navitoclax,0.9528979999999999
ST486,Crizotinib,0.963298
SU8686,Leflunomide,0.8834629999999999
GI-ME-N,Afatinib,0.867691
NCI-H1688,Vorinostat,0.799026
HuO9,Erlotinib,0.979535
EFM-192A,Lapatinib,0.745101
YT,Staurosporine,0.28238
EW-22,Crizotinib,0.988225
OV-56,Vorinostat,0.8957200000000001
786-0,Ruxolitinib,0.9787530000000001
P30-OHK,Osimertinib,0.984993
HuH-7,Staurosporine,0.75843
SK-LU-1,Staurosporine,0.666378
HCC1500,Lapatinib,0.966938
P32-ISH,Lapatinib,0.865125
EW-18,Afatinib,0.805258
KP-N-YN,Staurosporine,0.5827760000000001
ARH-77,Linsitinib,0.971417
SU-DHL-5,Palbociclib,0.8052819999999999
HeLa,Trametinib,0.97485
HCC1395,Gefitinib,0.980342
SNU-387,Lapatinib,0.93937
SK-GT-2,Vorinostat,0.77256
TGW,Gefitinib,0.986506
KP-N-YN,Osimertinib,0.955174
OS-RC-2,Gefitinib,0.9758620000000001
Mewo,Daporinad,0.5797939999999999
TE-5,Vorinostat,0.9121520000000001
TYK-nu,Vinblastine,0.691451
KMRC-1,Navitoclax,0.8813030000000001
NCI-H211,Dasatinib,0.92735
Hey,Ulixertinib,0.766067
NCI-H2170,Linsitinib,0.9379
NCI-H2595,Navitoclax,0.920199
MHH-PREB-1,Navitoclax,0.9887370000000001
NCI-H1581,Dabrafenib,0.965091
NB(TU)1-10,Staurosporine,0.4104680000000001
HLE,Palbociclib,0.968888
SK-MEL-2,Ulixertinib,0.8944369999999999
SCC-9,Dabrafenib,0.9841030000000001
Saos-2,Nilotinib,0.986028
HSC-2,Nilotinib,0.989122
PFSK-1,Erlotinib,0.958145
AsPC-1,Erlotinib,0.948591
MOLT-13,Staurosporine,0.202782
CHSA8926,Dasatinib,0.5670470000000001
LOUCY,Dabrafenib,0.9669639999999999
KYSE-270,Daporinad,0.281696
NCI-H1435,Linsitinib,0.9903059999999999
NCI-H441,Vinblastine,0.9299350000000001
BB49-HNC,Vinblastine,0.617503
G-361,Navitoclax,0.804995
NCI-H2405,Crizotinib,0.9733959999999999
HCC70,Osimertinib,0.975901
PANC-08-13,Linsitinib,0.923485
NCI-H661,Dasatinib,0.8873549999999999
NCI-H358,Vorinostat,0.8226829999999999
TGBC24TKB,Palbociclib,0.93885
BALL-1,Ruxolitinib,0.9889370000000001
NCI-H1623,Osimertinib,0.856757
MOLT-13,MK-1775,0.523036
EPLC-272H,Navitoclax,0.863015
NCI-H1869,Crizotinib,0.987685
TE-9,Nilotinib,0.9931719999999999
TE-5,Palbociclib,0.963576
D-392MG,Vorinostat,0.891012
SW1417,Dasatinib,0.898575
COLO-668,Vorinostat,0.731478
KE-37,Sorafenib,0.837302
IST-MES1,Vinblastine,0.9316120000000001
LOUCY,Erlotinib,0.9342239999999999
OE19,Trametinib,0.926042
SJRH30,Crizotinib,0.9888469999999999
PANC-03-27,Trametinib,0.813458
BFTC-909,Vorinostat,0.7859520000000001
GI-1,Ulixertinib,0.9902049999999999
A4-Fuk,Dasatinib,0.870816
EW-3,Crizotinib,0.957918
SW1990,Erlotinib,0.957551
Hs-445,Vorinostat,0.713797
OE33,Tamoxifen,0.9125139999999999
KALS-1,Dasatinib,0.822051
HCC38,Dabrafenib,0.9916440000000001
MEG-01,Tamoxifen,0.9383299999999999
CAMA-1,Lapatinib,0.957744
TE-6,Afatinib,0.451978
NCI-H2023,Gefitinib,0.976833
DMS-53,Ruxolitinib,0.9550069999999999
A427,Afatinib,0.9754450000000001
NOMO-1,MK-1775,0.477705
GA-10,MK-1775,0.51352
NCI-H2452,Navitoclax,0.97364
A498,Lapatinib,0.831468
SAT,Osimertinib,0.773359
C2BBe1,Linsitinib,0.9190379999999999
MDA-MB-361,Ulixertinib,0.9701405000000001
HDLM-2,Daporinad,0.540427
KARPAS-422,Osimertinib,0.9662430000000001
ML-2,Daporinad,0.23550500000000002
TGBC1TKB,MK-1775,0.838493
KYSE-180,Palbociclib,0.976834
LAMA-84,Vinblastine,0.572067
NH-12,MK-1775,0.643955
COLO-205,Afatinib,0.9017229999999999
RL95-2,Staurosporine,0.36385500000000004
A673,Dasatinib,0.984915
IGR-1,Lapatinib,0.867732
MOLT-13,Leflunomide,0.8685129999999999
HT55,Ruxolitinib,0.963534
Hs-445,Palbociclib,0.95268
ESS-1,Crizotinib,0.974618
SW48,Trametinib,0.6529010000000001
PWR-1E,Ruxolitinib,0.9819680000000001
KYSE-180,Osimertinib,0.941467
HCT-116,Vinblastine,0.584778
FU97,Dasatinib,0.9338489999999999
SK-MEL-2,Tamoxifen,0.989109
LU-165,Nilotinib,0.987484
PANC-08-13,Osimertinib,0.9645100000000001
HO-1-N-1,Linsitinib,0.9750280000000001
KYSE-270,Vorinostat,0.84367
ASH-3,Dasatinib,0.892546
NCI-H2009,Afatinib,0.81155
NALM-6,Palbociclib,0.741271
TE-1,Vorinostat,0.663415
SKN-3,Trametinib,0.854658
ES4,Staurosporine,0.451496
huH-1,Navitoclax,0.948617
MHH-ES-1,Ulixertinib,0.973987
Daoy,Sorafenib,0.892083
COLO-829,Tamoxifen,0.903741
RPMI-8402,Linsitinib,0.91405
KYSE-50,Dasatinib,0.717413
KYSE-270,Afatinib,0.786705
COLO-678,Afatinib,0.866524
NCI-H1563,Osimertinib,0.909716
VAL,Trametinib,0.9861790000000001
MHH-CALL-2,Ulixertinib,0.9353459999999999
HCC1143,Ulixertinib,0.8689355000000001
EMC-BAC-2,Ruxolitinib,0.9351379999999999
SCC-3,Afatinib,0.877337
COLO-668,Trametinib,0.847209
NCI-H2141,Sorafenib,0.9356530000000001
NCI-H1581,Trametinib,0.885863
IA-LM,Vorinostat,0.9086620000000001
NCI-H1355,Palbociclib,0.9402739999999999
EN,Nilotinib,0.9641190000000001
TC-YIK,Leflunomide,0.7863939999999999
MOG-G-CCM,Ulixertinib,0.9614845
SK-MG-1,Linsitinib,0.9396030000000001
CHSA8926,Sorafenib,0.930163
PWR-1E,Erlotinib,0.966736
SN12C,Vinblastine,0.92917
HMV-II,Gefitinib,0.971449
GR-ST,Nilotinib,0.949751
COR-L311,Ruxolitinib,0.986684
MDST8,Navitoclax,0.674876
COLO-684,Gefitinib,0.982615
ES7,Tamoxifen,0.9306459999999999
BB49-HNC,Lapatinib,0.841068
SNU-423,Palbociclib,0.9520549999999999
GRANTA-519,Lapatinib,0.976564
BHT-101,Gefitinib,0.98601
MEG-01,Dabrafenib,0.779259
NCI-H1355,Vorinostat,0.874231
SU-DHL-6,MK-1775,0.619697
NCI-H1299,Trametinib,0.873541
EFM-19,Afatinib,0.856123
ARH-77,Staurosporine,0.150068
SNU-C2B,Erlotinib,0.945364
WM793B,Vinblastine,0.5946779999999999
MHH-ES-1,Lapatinib,0.960317
SK-N-FI,Trametinib,0.7741
SK-MM-2,Sorafenib,0.9096639999999999
A2058,Staurosporine,0.38760300000000003
EM-2,Osimertinib,0.964131
MSTO-211H,Linsitinib,0.933602
Daudi,Palbociclib,0.972824
NCI-H727,Dabrafenib,0.912761
JHU-022,Palbociclib,0.95162
NCI-H1694,Erlotinib,0.9566120000000001
HEC-1,Leflunomide,0.912164
EMC-BAC-2,Ulixertinib,0.91814
UACC-62,Lapatinib,0.9433469999999999
RERF-LC-Sq1,Palbociclib,0.881704
A204,Linsitinib,0.9374040000000001
NCI-H209,Sorafenib,0.780192
A253,Palbociclib,0.9918540000000001
BICR10,Gefitinib,0.972174
HT55,Navitoclax,0.788569
SUP-T1,Erlotinib,0.9516129999999999
NCI-H1623,Dasatinib,0.980706
SK-MES-1,Vorinostat,0.8974790000000001
NCI-H196,Gefitinib,0.981525
NCI-H524,Gefitinib,0.99077
SW900,Crizotinib,0.9601540000000001
SCC-3,Staurosporine,0.330624
COLO-678,Vorinostat,0.907624
TE-6,Tamoxifen,0.895558
NCI-H2405,Osimertinib,0.925016
COR-L105,Tamoxifen,0.80988
LOXIMVI,Erlotinib,0.9828459999999999
NCI-H508,Linsitinib,0.8432850000000001
GRANTA-519,Trametinib,0.983769
C3A,Trametinib,0.801467
LK-2,Nilotinib,0.98601
HCC1143,Vinblastine,0.978564
HuO-3N1,MK-1775,0.7722479999999999
OVCAR-8,Linsitinib,0.9712649999999999
HPAF-II,Crizotinib,0.9683799999999999
ZR-75-30,Linsitinib,0.962413
ETK-1,Lapatinib,0.816558
NCI-H82,Linsitinib,0.958414
SK-N-AS,Vorinostat,0.755768
639-V,Nilotinib,0.989482
UACC-812,Dabrafenib,0.974075
SW1783,Navitoclax,0.7902640000000001
RF-48,Trametinib,0.985864
TGBC24TKB,Ulixertinib,0.9284725
HLE,Erlotinib,0.968024
A3-KAW,Navitoclax,0.8629879999999999
NCI-H1355,Navitoclax,0.8792270000000001
HCC1187,Dabrafenib,0.9713649999999999
HCC1806,Nilotinib,0.9470209999999999
GB-1,Erlotinib,0.917128
M059J,Vorinostat,0.852733
DOK,Dasatinib,0.558031
NCI-H2122,Tamoxifen,0.9397280000000001
GCIY,Ruxolitinib,0.9625459999999999
NCI-H441,Lapatinib,0.957399
H4,Trametinib,0.925798
KARPAS-299,Vinblastine,0.47168000000000004
RPMI-8402,Ulixertinib,0.8237855000000001
NCC010,Linsitinib,0.9848370000000001
NCI-H196,Erlotinib,0.958642
MDA-MB-231,Osimertinib,0.976857
NB14,Staurosporine,0.275663
SJRH30,Afatinib,0.8515459999999999
HO-1-u-1,Linsitinib,0.94085
MDA-MB-436,Palbociclib,0.9688540000000001
SW982,Ruxolitinib,0.965211
SHP-77,Crizotinib,0.9841200000000001
SK-GT-2,Trametinib,0.842527
SNU-398,Osimertinib,0.9414299999999999
SK-UT-1,Osimertinib,0.9879899999999999
COLO-205,Tamoxifen,0.9299860000000001
EN,Vorinostat,0.8193229999999999
ST486,Daporinad,0.26500999999999997
KARPAS-620,Dasatinib,0.971923
NCI-H1876,MK-1775,0.49713199999999996
Daudi,Ulixertinib,0.9794860000000001
TGW,Tamoxifen,0.929359
EW-22,Tamoxifen,0.9220010000000001
SCC-15,Ruxolitinib,0.9672639999999999
ECC10,Vinblastine,0.625186
CML-T1,Vorinostat,0.628134
IST-SL2,Staurosporine,0.336206
KARPAS-299,Dabrafenib,0.9447840000000001
DMS-273,Ulixertinib,0.9452115
NCI-H2722,Crizotinib,0.9723569999999999
GCIY,Trametinib,0.848233
DOK,Erlotinib,0.661671
ME-180,Palbociclib,0.972018
HOP-92,Staurosporine,0.34486999999999995
OVCAR-5,Trametinib,0.634216
NB12,Osimertinib,0.91515
VMRC-LCD,Ulixertinib,0.9728605
DU-4475,Ruxolitinib,0.972455
WM793B,Nilotinib,0.955732
NCI-H520,Afatinib,0.8729319999999999
EFM-192A,Gefitinib,0.979931
IM-9,Dasatinib,0.985174
RF-48,Vinblastine,0.500787
PEO1,Tamoxifen,0.937629
KMRC-20,Sorafenib,0.8748090000000001
TE-1,Nilotinib,0.973951
TE-1,Gefitinib,0.903394
8-MG-BA,Dabrafenib,0.974297
SU-DHL-8,Leflunomide,0.842132
SISO,Tamoxifen,0.95599
YAPC,Ulixertinib,0.955557
M059J,Tamoxifen,0.959211
G-MEL,Leflunomide,0.948982
VM-CUB-1,Nilotinib,0.981318
22RV1,Palbociclib,0.8921370000000001
NCI-H1155,Nilotinib,0.9887530000000001
CFPAC-1,Sorafenib,0.8889790000000001
MDA-MB-453,Crizotinib,0.951297
SNU-407,Ruxolitinib,0.968666
ATN-1,Trametinib,0.9959100000000001
BT-483,Ribociclib,0.95595
NCI-H3118,Tamoxifen,0.97946
OVCAR-8,Gefitinib,0.972707
SW900,Ulixertinib,0.866655
NCI-H1688,Afatinib,0.873017
G-361,Crizotinib,0.9790840000000001
SH-4,Palbociclib,0.9105469999999999
UM-UC-3,Palbociclib,0.983341
PFSK-1,Trametinib,0.989145
NCI-H226,Nilotinib,0.9739180000000001
SBC-5,Lapatinib,0.9744299999999999
SK-MES-1,Crizotinib,0.988265
A2058,Nilotinib,0.995758
LS-513,Ruxolitinib,0.9779200000000001
EW-7,Afatinib,0.8646290000000001
FU97,Daporinad,0.838619
FTC-133,Ulixertinib,0.922696
MC-CAR,Tamoxifen,0.964728
JSC-1,Staurosporine,0.24197600000000002
PA-TU-8902,Erlotinib,0.9548620000000001
COR-L88,Tamoxifen,0.927185
BPH-1,Vinblastine,0.5298229999999999
NCCIT,Tamoxifen,0.9426
HSC-4,Erlotinib,0.8669620000000001
FTC-133,Nilotinib,0.927348
NCI-H1341,Dasatinib,0.9733299999999999
NB69,Navitoclax,0.6548069999999999
SW1990,Dabrafenib,0.969327
OCI-M1,Sorafenib,0.858239
COR-L23,Ruxolitinib,0.949717
EJM,Leflunomide,0.948514
PA-TU-8988T,Staurosporine,0.247691
OV-90,Palbociclib,0.964867
SW48,Dasatinib,0.954874
MDA-MB-468,Lapatinib,0.787401
DK-MG,Dasatinib,0.8306680000000001
SK-PN-DW,Gefitinib,0.985246
BC-1,Osimertinib,0.939744
MFE-319,Navitoclax,0.78962
SW684,Linsitinib,0.9761110000000001
OVMIU,Vinblastine,0.744042
