CELL_LINE_NAME,DRUG_NAME,False AUC,AUC
NCI-H522,Linsitinib,0.971191,0.964136
Ca9-22,Staurosporine,0.88241,0.248214
IMR-5,MK-1775,0.800007,0.6010939999999999
HCC2218,Linsitinib,0.909718,0.969473
EW-11,Vinblastine,0.46952,0.615729
SNU-C2B,Lapatinib,0.918392,0.8683290000000001
NCI-H1781,Navitoclax,0.958521,0.860582
TOV-21G,Tamoxifen,0.856561,0.932076
HCC1419,Sorafenib,0.717583,0.863979
OVCAR-8,Crizotinib,0.867732,0.99446
HOS,Staurosporine,0.965744,0.095105
HCC1419,Nilotinib,0.8656950000000001,0.864717
HO-1-N-1,Leflunomide,0.755035,0.914602
SJSA-1,Lapatinib,0.962533,0.91672
PANC-02-03,Palbociclib,0.947725,0.914855
23132-87,Ruxolitinib,0.970624,0.978871
NKM-1,Daporinad,0.970889,0.693297
KY821,Dabrafenib,0.869301,0.958548
RT4,Nilotinib,0.979607,0.975064
FTC-133,Staurosporine,0.960288,0.419886
HSC-3,Lapatinib,0.342104,0.775678
KM12,Ruxolitinib,0.971643,0.977332
JSC-1,Vorinostat,0.925833,0.621336
SK-LU-1,Dabrafenib,0.945659,0.950175
MS-1,Erlotinib,0.7221529999999999,0.993099
C3A,Dasatinib,0.984507,0.97301
MDA-MB-157,Afatinib,0.8792270000000001,0.957681
Saos-2,Ruxolitinib,0.520502,0.968162
UMC-11,Afatinib,0.9481,0.953848
HCC1569,Vorinostat,0.954508,0.846299
MKN28,Crizotinib,0.980214,0.972191
COLO-679,Gefitinib,0.986115,0.974556
SW684,Navitoclax,0.4863770000000001,0.959882
MDST8,Ulixertinib,0.986938,0.6543
OVCAR-5,Ruxolitinib,0.993168,0.95148
PL18,Vorinostat,0.098202,0.8348959999999999
BT-483,Linsitinib,0.952777,0.959514
NCI-H835,Staurosporine,0.8339620000000001,0.403047
HSC-39,Osimertinib,0.710013,0.944493
RERF-GC-1B,Dasatinib,0.972795,0.353756
RD,Lapatinib,0.970359,0.947123
OVCA420,Lapatinib,0.921577,0.651111
NCI-H82,Crizotinib,0.589867,0.978329
NCI-H2023,Daporinad,0.933369,0.881308
BHT-101,Trametinib,0.969032,0.340562
8505C,Erlotinib,0.646925,0.961718
U251,Vorinostat,0.941304,0.826778
LS-411N,Sorafenib,0.220044,0.768664
KG-1,Staurosporine,0.714853,0.240778
DoTc2-4510,Dabrafenib,0.8918530000000001,0.97884
SK-ES-1,Trametinib,0.458742,0.984217
UACC-812,Vinblastine,0.921932,0.897373
NCI-H720,Dabrafenib,0.963191,0.979853
HARA,Ruxolitinib,0.8842399999999999,0.948954
COR-L279,MK-1775,0.8537899999999999,0.807389
GB-1,Trametinib,0.935396,0.932142
KMRC-20,Crizotinib,0.8898309999999999,0.985957
NCI-H2591,Dasatinib,0.978917,0.956995
NB14,Sorafenib,0.921647,0.814758
LS-411N,Lapatinib,0.793036,0.8983260000000001
NCI-H1693,Gefitinib,0.904324,0.902817
SNU-61,Trametinib,0.984197,0.733875
WSU-NHL,Ulixertinib,0.947786,0.959522
OVCAR-5,Afatinib,0.966381,0.8328780000000001
SK-MM-2,MK-1775,0.852131,0.946915
LOU-NH91,Dasatinib,0.79055,0.804658
DAN-G,Vinblastine,0.982681,0.8951870000000001
CESS,Staurosporine,0.6473479999999999,0.26050100000000004
WSU-NHL,Daporinad,0.909159,0.306465
SBC-3,Crizotinib,0.950813,0.968579
NCI-H2023,Tamoxifen,0.7687229999999999,0.961831
NCI-H441,Dasatinib,0.989716,0.8993909999999999
PWR-1E,Sorafenib,0.930409,0.905184
OVKATE,Tamoxifen,0.601546,0.945817
DMS-273,Erlotinib,0.724925,0.960897
OE19,Dasatinib,0.914337,0.921961
AGS,Leflunomide,0.59875,0.881447
A549,Linsitinib,0.830779,0.922052
SNU-C5,Navitoclax,0.514149,0.891445
SW1463,Linsitinib,0.985563,0.926155
GP5d,Lapatinib,0.766848,0.949754
HCC2157,Tamoxifen,0.627225,0.921257
NCI-H2228,Erlotinib,0.940581,0.949311
U-266,Lapatinib,0.984298,0.915047
U-87-MG,Staurosporine,0.980357,0.565628
PANC-04-03,Navitoclax,0.991168,0.964127
LNCaP-Clone-FGC,Staurosporine,0.825068,0.437222
HCC1428,Osimertinib,0.94991,0.972904
NCI-H1568,MK-1775,0.6791550000000001,0.688496
8305C,Lapatinib,0.8742969999999999,0.906397
HPAC,MK-1775,0.67882,0.697229
PC-3,Dasatinib,0.673982,0.929562
NCI-H209,Afatinib,0.988274,0.765932
OCUB-M,Palbociclib,0.778251,0.982701
PC-3,Ulixertinib,0.938337,0.956147
TK10,Erlotinib,0.964464,0.862341
NCI-H3118,MK-1775,0.817271,0.561044
MOLP-8,Vorinostat,0.98514,0.701732
SK-GT-2,Dabrafenib,0.990715,0.961433
CAL-120,Navitoclax,0.983367,0.5861810000000001
HCC1143,Sorafenib,0.942473,0.951488
GI-1,Linsitinib,0.8378770000000001,0.982139
WM793B,Ulixertinib,0.9551745,0.8920645
SF268,MK-1775,0.347734,0.8428629999999999
639-V,Tamoxifen,0.957912,0.932418
P12-ICHIKAWA,MK-1775,0.778076,0.500017
COR-L23,MK-1775,0.256612,0.545462
SW1271,Osimertinib,0.919039,0.962209
LOXIMVI,Palbociclib,0.805539,0.882934
UACC-893,Lapatinib,0.96719,0.557667
A375,Erlotinib,0.73934,0.974561
LB771-HNC,Dasatinib,0.739297,0.982542
DU-145,Osimertinib,0.901771,0.964653
RD,Tamoxifen,0.90339,0.967888
OCUM-1,Tamoxifen,0.965903,0.960471
FADU,Vinblastine,0.915829,0.610638
KARPAS-620,Erlotinib,0.869999,0.976779
KM12,Trametinib,0.882611,0.607295
TE-6,Sorafenib,0.991713,0.841153
CAL-85-1,Dasatinib,0.634857,0.934511
SK-MM-2,Linsitinib,0.777312,0.925234
NCI-H1975,Palbociclib,0.937324,0.921413
CAL-148,Afatinib,0.663057,0.8260290000000001
HD-MY-Z,MK-1775,0.8721639999999999,0.810986
NCI-H1581,Ruxolitinib,0.8474860000000001,0.963109
Caov-4,Daporinad,0.923595,0.917171
OVK-18,Afatinib,0.824731,0.983721
SW13,Ruxolitinib,0.962547,0.980894
RPMI-8402,Palbociclib,0.8469540000000001,0.535274
MDA-MB-157,Dabrafenib,0.989068,0.992738
FLO-1,Afatinib,0.775418,0.830204
RH-1,Ruxolitinib,0.973483,0.98969
NCI-H2122,Osimertinib,0.972767,0.940329
ML-2,Sorafenib,0.669207,0.861555
PA-TU-8988T,Gefitinib,0.853785,0.963366
TUR,Navitoclax,0.97947,0.995385
697,Osimertinib,0.949946,0.94833
697,Erlotinib,0.981792,0.937381
CAL-33,Dabrafenib,0.8034140000000001,0.98545
PL18,Crizotinib,0.815504,0.989255
HO-1-u-1,Vinblastine,0.9853955,0.780257
BPH-1,Gefitinib,0.934313,0.819932
SK-LMS-1,Sorafenib,0.99648,0.932527
SR,MK-1775,0.844245,0.441719
OE21,Osimertinib,0.799917,0.829498
WIL2-NS,Sorafenib,0.987962,0.8772280000000001
ML-2,Vorinostat,0.7592574999999999,0.761912
K5,Gefitinib,0.9464355,0.980201
HPAC,Dasatinib,0.901105,0.962493
YT,Erlotinib,0.976377,0.992734
G-361,Linsitinib,0.925714,0.959799
RKO,Dasatinib,0.891222,0.951204
DAN-G,Tamoxifen,0.8907309999999999,0.937737
RERF-LC-Sq1,MK-1775,0.980048,0.6492720000000001
MKN28,Lapatinib,0.695398,0.870858
EM-2,Staurosporine,0.979807,0.24512
BC-1,Navitoclax,0.983635,0.920048
PSN1,MK-1775,0.6130899999999999,0.7288560000000001
NCI-H64,Erlotinib,0.585595,0.970338
ECC10,Sorafenib,0.978985,0.798758
HSC-2,Daporinad,0.8217190000000001,0.675639
RKN,Trametinib,0.817218,0.8667739999999999
A204,Vinblastine,0.962444,0.832415
NCI-H1573,Linsitinib,0.710755,0.900122
CAL-39,Leflunomide,0.841717,0.870809
PANC-08-13,Staurosporine,0.516037,0.5223300000000001
TE-5,Osimertinib,0.653358,0.943152
MHH-PREB-1,Trametinib,0.927549,0.983714
ES7,Linsitinib,0.890244,0.944764
RPMI-7951,Erlotinib,0.8977709999999999,0.976419
NCI-H2405,Lapatinib,0.883754,0.932798
COR-L95,Daporinad,0.531221,0.61632
KU812,Daporinad,0.947571,0.425706
UACC-62,Ulixertinib,0.990738,0.7091854999999999
ETK-1,Sorafenib,0.8512870000000001,0.868956
OAW-42,Ulixertinib,0.8238530000000001,0.964542
NCI-H747,Erlotinib,0.941843,0.8287200000000001
NCI-H2731,Dasatinib,0.8447379999999999,0.951192
NUGC-4,Dabrafenib,0.971162,0.974466
MCF7,Dabrafenib,0.7656354999999999,0.946242
KYAE-1,Dabrafenib,0.934224,0.96538
CA46,Leflunomide,0.89475,0.7915449999999999
Saos-2,Crizotinib,0.880503,0.989582
HCC1954,Palbociclib,0.979768,0.985912
DOV13,Sorafenib,0.989389,0.5655279999999999
PL18,Osimertinib,0.7416689999999999,0.981021
EMC-BAC-2,Dasatinib,0.779841,0.840117
U-87-MG,Vorinostat,0.8956280000000001,0.901446
NCI-H2591,Gefitinib,0.4926100000000001,0.962577
U251,Ruxolitinib,0.955292,0.975598
PANC-02-03,Erlotinib,0.975309,0.905261
DAN-G,Staurosporine,0.941314,0.17837
OE21,Vorinostat,0.764526,0.892322
SJRH30,Leflunomide,0.979987,0.855439
PL4,Vinblastine,0.667751,0.800834
ES4,Navitoclax,0.975616,0.803705
BICR78,Ruxolitinib,0.816078,0.962203
BT-20,Ulixertinib,0.793148,0.9834535
BE-13,Dasatinib,0.93937,0.86198
SU8686,Dabrafenib,0.774012,0.966652
OVCAR-5,Ulixertinib,0.895558,0.8364105
KMOE-2,Palbociclib,0.989686,0.941661
NB1,Navitoclax,0.501479,0.851107
NCI-H2405,Gefitinib,0.981862,0.941386
RCC10RGB,Nilotinib,0.982884,0.972066
H9,Dasatinib,0.778732,0.99067
EC-GI-10,Dabrafenib,0.987114,0.978479
639-V,Sorafenib,0.8090875,0.8690760000000001
CAPAN-2,Linsitinib,0.8004399999999999,0.902723
CAL-51,Gefitinib,0.5545,0.967309
DMS-53,Trametinib,0.980537,0.889401
SJRH30,Vinblastine,0.991057,0.74641
EM-2,MK-1775,0.903523,0.507532
OACp4C,MK-1775,0.922823,0.563505
IST-MES1,Staurosporine,0.957545,0.344673
MFE-280,Ulixertinib,0.93309,0.9723145
M059J,Erlotinib,0.919967,0.953234
NCI-H2342,Daporinad,0.971365,0.982198
CGTH-W-1,Ulixertinib,0.716308,0.952475
A172,Ulixertinib,0.977897,0.9357645
NCI-N87,Dasatinib,0.930679,0.8443209999999999
OVMIU,Lapatinib,0.5458430000000001,0.70662
U-266,Ruxolitinib,0.728639,0.980504
NCI-H1651,Afatinib,0.930019,0.93148
DMS-53,Linsitinib,0.825391,0.89712
NCI-H2818,Navitoclax,0.6994739999999999,0.947571
SUP-T1,Gefitinib,0.982863,0.98224
KMRC-20,Palbociclib,0.860864,0.965903
WM793B,Vorinostat,0.714046,0.810638
KMS-12-BM,MK-1775,0.5933390000000001,0.5236729999999999
MFE-319,Sorafenib,0.97939,0.867309
KM12,Vorinostat,0.9635035,0.7910590000000001
SCC-4,Daporinad,0.923022,0.661463
OPM-2,Navitoclax,0.964825,0.8858219999999999
CaR-1,Osimertinib,0.858692,0.915511
A253,Staurosporine,0.968661,0.591213
HCC-44,Linsitinib,0.97773,0.934657
CAL-29,Gefitinib,0.974165,0.938822
NCI-H716,Vinblastine,0.7859520000000001,0.879151
TYK-nu,Linsitinib,0.4300810000000001,0.976448
TE-1,Afatinib,0.784234,0.8473120000000001
SK-MEL-5,Leflunomide,0.966316,0.917529
NUGC-3,Lapatinib,0.560443,0.802995
SK-LU-1,Navitoclax,0.982242,0.753526
OSC-20,Dasatinib,0.400564,0.797167
KP-4,Ruxolitinib,0.943141,0.983647
MFM-223,Navitoclax,0.26131,0.764088
HARA,Osimertinib,0.941773,0.922939
NCI-H322M,Tamoxifen,0.891544,0.935945
SNU-C1,Trametinib,0.584233,0.510826
SK-GT-2,Dasatinib,0.537279,0.7912
D-283MED,Navitoclax,0.923055,0.701527
EN,Gefitinib,0.515065,0.978603
NCI-H1781,Ruxolitinib,0.925489,0.968054
A172,Sorafenib,0.8742340000000001,0.8497819999999999
GP5d,Linsitinib,0.976879,0.975402
SK-MEL-2,Gefitinib,0.981192,0.990565
NCI-H1666,Osimertinib,0.958629,0.833317
SCC-4,Trametinib,0.93178,0.943088
SNU-C1,Tamoxifen,0.8993530000000001,0.922513
RKO,Trametinib,0.952953,0.635821
NB7,Dasatinib,0.938019,0.968555
UACC-62,Leflunomide,0.963815,0.921054
KU-19-19,Navitoclax,0.792428,0.987001
KARPAS-45,Osimertinib,0.458328,0.992809
SW626,Ulixertinib,0.947546,0.8538375
NCI-H524,Nilotinib,0.633598,0.986634
SNU-175,Ruxolitinib,0.953297,0.985529
NCI-H1155,Gefitinib,0.731346,0.98201
OCI-AML2,Lapatinib,0.987308,0.902713
G-401,Trametinib,0.948048,0.7604989999999999
NCI-H322M,Dabrafenib,0.894474,0.8831200000000001
C32,Daporinad,0.44041,0.908938
LCLC-103H,Staurosporine,0.961631,0.347734
CHL-1,Crizotinib,0.919038,0.993251
CFPAC-1,Staurosporine,0.955761,0.508061
VMRC-RCZ,Nilotinib,0.945839,0.982293
PC-14,Ulixertinib,0.971099,0.9127065
A3-KAW,Afatinib,0.878217,0.78279
COR-L23,Palbociclib,0.8983260000000001,0.950995
BL-41,Gefitinib,0.799946,0.998311
ST486,Lapatinib,0.878757,0.848824
EW-22,Vinblastine,0.936498,0.487969
KMS-12-BM,Osimertinib,0.758285,0.948241
RL95-2,Nilotinib,0.874577,0.989399
GAK,Sorafenib,0.844934,0.8391379999999999
MN-60,Linsitinib,0.925906,0.962965
NKM-1,Palbociclib,0.957744,0.845258
PCI-30,Afatinib,0.7400760000000001,0.802295
H-EMC-SS,Ulixertinib,0.250018,0.8718995
JHH-1,Dasatinib,0.6860109999999999,0.925446
CaR-1,Nilotinib,0.864986,0.990738
HCC1395,Ulixertinib,0.826778,0.914535
A498,Dabrafenib,0.8243879999999999,0.962772
CS1,Afatinib,0.917716,0.8218209999999999
ETK-1,Linsitinib,0.8825879999999999,0.95308
SK-ES-1,Crizotinib,0.980894,0.973744
HuO9,Dabrafenib,0.207729,0.98567
PANC-04-03,Dasatinib,0.962965,0.815649
Hs-578-T,Palbociclib,0.916849,0.958829
KARPAS-45,Sorafenib,0.862035,0.823592
EFM-192A,Afatinib,0.953666,0.794188
NB14,Daporinad,0.98966,0.142571
Saos-2,Tamoxifen,0.96161,0.97108
SUP-M2,Osimertinib,0.773033,0.993762
LoVo,Trametinib,0.939437,0.5169630000000001
SK-CO-1,Vinblastine,0.988322,0.5022449999999999
T47D,Afatinib,0.880223,0.870159
HOS,Dabrafenib,0.788465,0.971972
COLO-205,Gefitinib,0.901534,0.975744
EJM,Crizotinib,0.963886,0.981393
KM12,Sorafenib,0.950044,0.832665
HT-29,Sorafenib,0.861604,0.877274
CAL-148,Vorinostat,0.7477520000000001,0.7105
A172,Dasatinib,0.7026640000000001,0.885433
T98G,Sorafenib,0.601228,0.923418
NCI-H446,Afatinib,0.925922,0.801301
OACp4C,Sorafenib,0.985294,0.907031
WM-115,Staurosporine,0.780729,0.495256
OCI-AML5,Leflunomide,0.935653,0.907643
NCI-H1623,Navitoclax,0.881193,0.908301
QGP-1,Afatinib,0.951992,0.942321
Daoy,Dabrafenib,0.934879,0.985016
HCC70,Linsitinib,0.939764,0.995473
H-EMC-SS,Linsitinib,0.8774200000000001,0.888984
LAMA-84,Dabrafenib,0.8991709999999999,0.71101
SK-MEL-24,Dabrafenib,0.848433,0.675467
VM-CUB-1,Erlotinib,0.973451,0.968752
NCI-H211,Crizotinib,0.7178260000000001,0.968123
CAS-1,Linsitinib,0.958497,0.968066
SW1783,Staurosporine,0.64508,0.178203
NCI-H1155,Osimertinib,0.616698,0.968115
HCC1428,Ulixertinib,0.971614,0.95155
OV-56,Dabrafenib,0.972551,0.968276
SNU-449,Staurosporine,0.956601,0.604825
L-540,Crizotinib,0.665975,0.962543
A2780,Erlotinib,0.95086,0.944818
JURL-MK1,Leflunomide,0.949643,0.7733
MS-1,Linsitinib,0.94965,0.893185
NOMO-1,Staurosporine,0.909013,0.311271
LNCaP-Clone-FGC,Osimertinib,0.900317,0.876368
TC-YIK,Staurosporine,0.960873,0.319989
EN,Dasatinib,0.970487,0.98509
U-118-MG,Leflunomide,0.8744190000000001,0.86993
JVM-3,Vinblastine,0.6856979999999999,0.380926
Saos-2,Dasatinib,0.984531,0.869818
NCI-H2731,Gefitinib,0.8401549999999999,0.980287
NCI-H2722,Ulixertinib,0.914585,0.8940445
RMG-I,Ulixertinib,0.5619270000000001,0.9240615
SU-DHL-8,Ulixertinib,0.920499,0.9862085
SUP-HD1,Osimertinib,0.838511,0.950564
VA-ES-BJ,Erlotinib,0.805029,0.95875
SK-MEL-2,Linsitinib,0.7784989999999999,0.995019
EN,Palbociclib,0.927901,0.954103
WSU-NHL,Staurosporine,0.841583,0.101457
SCC-9,Navitoclax,0.488607,0.975777
SNU-1,Staurosporine,0.909795,0.240195
ESO51,Leflunomide,0.8897149999999999,0.701705
CCK-81,Crizotinib,0.9351855,0.857086
NCI-H841,Lapatinib,0.996001,0.913775
GCT,Leflunomide,0.989278,0.912476
KURAMOCHI,Erlotinib,0.95595,0.946881
NCI-H3118,Lapatinib,0.8888030000000001,0.732093
NCI-H1048,MK-1775,0.56442,0.627524
UMC-11,Ruxolitinib,0.879473,0.981085
Ca9-22,Dasatinib,0.383014,0.640158
EN,Staurosporine,0.946881,0.5392020000000001
MRK-nu-1,Ruxolitinib,0.865872,0.993082
CAL-85-1,Osimertinib,0.8303944999999999,0.984946
IHH-4,Linsitinib,0.8178850000000001,0.941945
GA-10,Tamoxifen,0.944249,0.957736
5637,Trametinib,0.982808,0.8069810000000001
NCI-H1694,Sorafenib,0.191808,0.8790950000000001
G-401,Dabrafenib,0.823592,0.91498
NCI-H2591,Trametinib,0.962017,0.893328
PWR-1E,MK-1775,0.989907,0.677832
Raji,Gefitinib,0.6942689999999999,0.990872
EFM-192A,Navitoclax,0.982131,0.954393
COLO-829,Vorinostat,0.869907,0.779724
RPMI-8226,Lapatinib,0.98187,0.927226
HCC70,Trametinib,0.970055,0.952369
CAL-62,MK-1775,0.972855,0.593426
EB2,Erlotinib,0.8254360000000001,0.943597
NCI-H1563,Ulixertinib,0.9355375,0.971347
AN3-CA,Vorinostat,0.930488,0.895073
Calu-6,Dasatinib,0.941336,0.946345
NCI-H2170,Dabrafenib,0.8857149999999999,0.930617
COLO-684,Nilotinib,0.955173,0.945687
KYSE-180,MK-1775,0.978287,0.611649
8305C,Leflunomide,0.684545,0.846052
NB10,Erlotinib,0.955909,0.983809
BFTC-909,Nilotinib,0.917302,0.901899
SK-MEL-24,Daporinad,0.693658,0.942354
KARPAS-422,Leflunomide,0.984265,0.8565889999999999
MLMA,Erlotinib,0.943746,0.983075
HOP-62,Linsitinib,0.8962450000000001,0.977008
KATOIII,Trametinib,0.462688,0.815588
TGBC11TKB,Afatinib,0.104431,0.8101010000000001
NCI-H522,Palbociclib,0.97982,0.975848
TT2609-C02,Dasatinib,0.8462120000000001,0.97241
NCI-H650,Gefitinib,0.972567,0.963837
MES-SA,Osimertinib,0.961125,0.949532
SU-DHL-8,Dabrafenib,0.865274,0.997836
GI-1,Palbociclib,0.898575,0.987282
LXF-289,Dabrafenib,0.959457,0.989102
OAW-28,Ulixertinib,0.8934290000000001,0.9285525
KMOE-2,Osimertinib,0.901327,0.97574
JSC-1,Leflunomide,0.8838729999999999,0.903847
SUP-HD1,Dasatinib,0.981017,0.986534
TGBC24TKB,MK-1775,0.903734,0.660896
NCI-H1703,Gefitinib,0.916718,0.977139
WM278,Sorafenib,0.94143,0.892035
NCI-H2818,Dasatinib,0.885432,0.8371360000000001
CAL-29,Osimertinib,0.154844,0.906736
SK-LMS-1,Trametinib,0.939829,0.8849030000000001
H4,Gefitinib,0.874074,0.986493
KU812,Ruxolitinib,0.971601,0.96336
IA-LM,Crizotinib,0.989493,0.99465
Ca9-22,Afatinib,0.335085,0.658882
LK-2,Vorinostat,0.573968,0.797725
EJM,Vinblastine,0.95668,0.694412
FLO-1,Vinblastine,0.822051,0.599146
OPM-2,Leflunomide,0.7091854999999999,0.930147
NCCIT,Lapatinib,0.98643,0.978777
MDA-MB-175-VII,Gefitinib,0.725058,0.705525
L-1236,Palbociclib,0.9849,0.92724
SNU-1040,Trametinib,0.990188,0.894702
KU-19-19,Ruxolitinib,0.974098,0.987136
COLO-680N,Nilotinib,0.243949,0.981222
AMO-1,Lapatinib,0.988494,0.819058
KP-1N,Tamoxifen,0.984901,0.949485
SK-CO-1,Nilotinib,0.984945,0.93544
H9,MK-1775,0.995138,0.558898
5637,Gefitinib,0.941776,0.916587
TC-71,Erlotinib,0.5242829999999999,0.980033
NCI-H2228,Navitoclax,0.989441,0.907911
A204,Osimertinib,0.946988,0.915408
A204,Sorafenib,0.983968,0.764775
PA-TU-8988T,Nilotinib,0.8993909999999999,0.980604
JVM-3,Lapatinib,0.807998,0.8245809999999999
ESS-1,Nilotinib,0.98543,0.955547
VMRC-LCD,Dasatinib,0.989859,0.987985
NCI-H2373,Gefitinib,0.919644,0.945263
LS-513,Afatinib,0.950315,0.709356
WSU-NHL,Nilotinib,0.953501,0.94389
NCI-H2810,Crizotinib,0.915527,0.982143
L-363,Erlotinib,0.470854,0.987125
JVM-3,Vorinostat,0.912164,0.634621
NB13,Tamoxifen,0.6459729999999999,0.8778219999999999
NCI-H1341,Linsitinib,0.980427,0.982005
MES-SA,Ulixertinib,0.930942,0.9205285
SH-4,Vinblastine,0.9862085,0.815476
NCI-H1915,Lapatinib,0.95539,0.95255
BT-483,Daporinad,0.934529,0.952961
LC-1-sq,MK-1775,0.8326879999999999,0.5457390000000001
PA-1,Vorinostat,0.5868770000000001,0.646602
NEC8,Ulixertinib,0.892516,0.9831989999999999
KYSE-410,Linsitinib,0.631287,0.964824
ALL-SIL,Ruxolitinib,0.964179,0.983691
Daudi,Lapatinib,0.930198,0.8553459999999999
TE-1,Vinblastine,0.910314,0.6636350000000001
LU-135,Gefitinib,0.986184,0.98187
LU-165,Navitoclax,0.91416,0.811868
H4,Leflunomide,0.8364105,0.932191
HC-1,Dabrafenib,0.958654,0.973517
JHH-7,Nilotinib,0.90322,0.986192
PCI-30,Dabrafenib,0.6328189999999999,0.957536
PA-1,Gefitinib,0.966647,0.988054
RPMI-6666,Lapatinib,0.976516,0.8471129999999999
OVISE,Vorinostat,0.956963,0.8431049999999999
OS-RC-2,Trametinib,0.973122,0.955091
PSN1,Linsitinib,0.562379,0.929002
HOP-62,Dabrafenib,0.972357,0.976718
MOG-G-CCM,Afatinib,0.520178,0.861402
JiyoyeP-2003,Trametinib,0.978535,0.96434
MEL-JUSO,Crizotinib,0.957497,0.991885
NOMO-1,Linsitinib,0.980294,0.942909
MKN28,Gefitinib,0.929382,0.966466
Detroit562,Trametinib,0.747185,0.8692139999999999
ME-180,Erlotinib,0.968321,0.902458
KU812,Staurosporine,0.7941729999999999,0.315788
PC-14,Navitoclax,0.835304,0.971681
EB-3,Leflunomide,0.98799,0.786097
LN-229,Ruxolitinib,0.644429,0.935497
NEC8,Leflunomide,0.77768,0.931856
COR-L23,Leflunomide,0.855662,0.867712
22RV1,Lapatinib,0.868718,0.924187
SF268,Tamoxifen,0.862341,0.970912
HCC202,Vorinostat,0.911729,0.8462879999999999
HuH-7,Navitoclax,0.8543280000000001,0.759253
NCI-H226,Tamoxifen,0.986674,0.916003
NCI-H1435,MK-1775,0.5133439999999999,0.916242
MOLT-16,Leflunomide,0.798193,0.7876029999999999
KARPAS-1106P,Dasatinib,0.980901,0.5258189999999999
NCI-H1435,Afatinib,0.8923030000000001,0.9006209999999999
CW-2,Leflunomide,0.920931,0.878642
KMS-12-BM,Afatinib,0.902097,0.882085
T-T,Ulixertinib,0.8512270000000001,0.905591
SK-OV-3,Linsitinib,0.977083,0.963317
RMG-I,Vinblastine,0.956605,0.818037
MONO-MAC-6,Lapatinib,0.989251,0.8810479999999999
NCI-H2066,Trametinib,0.8778299999999999,0.961278
MDST8,Osimertinib,0.767716,0.964503
Calu-6,Crizotinib,0.98568,0.966639
KYSE-180,Navitoclax,0.8928520000000001,0.8348209999999999
SNU-449,Dabrafenib,0.8583139999999999,0.964786
WM793B,Tamoxifen,0.921257,0.941982
Ramos-2G6-4C10,Vorinostat,0.970948,0.786279
TGBC24TKB,Gefitinib,0.725735,0.849232
TGBC1TKB,Vorinostat,0.977434,0.8354600000000001
AMO-1,Erlotinib,0.943162,0.982327
MDA-MB-330,Staurosporine,0.7116439999999999,0.313692
TE-5,MK-1775,0.745168,0.823681
KMRC-20,MK-1775,0.957247,0.658664
NCI-H82,Vinblastine,0.773998,0.5524220000000001
NCI-H2795,Gefitinib,0.897699,0.981022
PL4,Crizotinib,0.8791180000000001,0.963702
TK10,MK-1775,0.962577,0.75643
MFM-223,Dasatinib,0.983187,0.958024
SUP-HD1,Leflunomide,0.98142,0.8588870000000001
RMG-I,Osimertinib,0.675549,0.8381559999999999
C2BBe1,Dabrafenib,0.97574,0.965299
BxPC-3,Sorafenib,0.936592,0.946111
RPMI-8866,Ruxolitinib,0.965394,0.986022
LU-139,Leflunomide,0.451496,0.901091
FTC-133,Tamoxifen,0.8204040000000001,0.916142
LAMA-84,Vorinostat,0.96775,0.720187
DBTRG-05MG,Erlotinib,0.960571,0.917055
AN3-CA,Afatinib,0.867367,0.885222
CTV-1,Crizotinib,0.989645,0.80953
SNG-M,Osimertinib,0.965392,0.972547
NCI-H847,Nilotinib,0.6588390000000001,0.993717
MKN28,Afatinib,0.313017,0.858928
TOV-21G,Afatinib,0.665984,0.760641
SK-PN-DW,Linsitinib,0.911433,0.909315
YT,Ulixertinib,0.7963819999999999,0.9393125
HCC1143,Lapatinib,0.919435,0.8158270000000001
AMO-1,Ruxolitinib,0.908348,0.917229
Raji,Tamoxifen,0.952854,0.96389
SU8686,Linsitinib,0.965657,0.970091
LN-229,Crizotinib,0.988317,0.987832
HCT-116,Tamoxifen,0.960158,0.982877
SiHa,Dabrafenib,0.964189,0.982431
KELLY,Leflunomide,0.889589,0.889415
COLO-205,MK-1775,0.918328,0.6745359999999999
U-2-OS,Staurosporine,0.944643,0.248648
NCI-H2085,Trametinib,0.983066,0.96317
CADO-ES1,Ulixertinib,0.993065,0.954734
KYSE-410,Leflunomide,0.743608,0.851281
ME-1,Dasatinib,0.434575,0.990239
NCI-H1651,Vinblastine,0.977673,0.577499
JVM-2,Osimertinib,0.880034,0.947917
MCF7,Ruxolitinib,0.663479,0.969922
RO82-W-1,MK-1775,0.977977,0.8927780000000001
ES7,Daporinad,0.916921,0.35193
Hey,Dabrafenib,0.865892,0.8414299999999999
huH-1,Trametinib,0.826779,0.925965
SW1783,Gefitinib,0.697635,0.97878
C3A,Leflunomide,0.952374,0.910406
KP-1N,Leflunomide,0.984113,0.907208
A375,Afatinib,0.959026,0.8608379999999999
NCI-H209,Staurosporine,0.615729,0.296869
NCI-H522,Ulixertinib,0.915849,0.916064
SK-N-FI,Erlotinib,0.97039,0.978278
SK-CO-1,Navitoclax,0.35487,0.4896680000000001
NUGC-3,Tamoxifen,0.89571,0.915345
OC-314,Navitoclax,0.8729309999999999,0.953914
P31-FUJ,Staurosporine,0.966877,0.393493
OCUM-1,Leflunomide,0.943557,0.88141
MFH-ino,Trametinib,0.869766,0.8516360000000001
HCC1937,Lapatinib,0.913612,0.867994
TK,Sorafenib,0.947456,0.916307
MOLM-13,Gefitinib,0.765093,0.948352
