CELL_LINE_NAME,DRUG_NAME,False AUC,AUC
ES4,Tamoxifen,0.953494,0.924744
NCI-H522,Linsitinib,0.957545,0.964136
Ca9-22,Staurosporine,0.826944,0.248214
IMR-5,MK-1775,0.7902640000000001,0.6010939999999999
HCC2218,Linsitinib,0.96812,0.969473
EW-11,Vinblastine,0.886834,0.615729
SNU-C2B,Lapatinib,0.559983,0.8683290000000001
NCI-H1781,Navitoclax,0.8281555,0.860582
TOV-21G,Tamoxifen,0.928258,0.932076
HCC1419,Sorafenib,0.937029,0.863979
OVCAR-8,Crizotinib,0.897468,0.99446
HOS,Staurosporine,0.917727,0.095105
HCC1419,Nilotinib,0.952245,0.864717
HO-1-N-1,Leflunomide,0.983508,0.914602
SJSA-1,Lapatinib,0.963072,0.91672
PANC-02-03,Palbociclib,0.922445,0.914855
23132-87,Ruxolitinib,0.94774,0.978871
NKM-1,Daporinad,0.432063,0.693297
KY821,Dabrafenib,0.978591,0.958548
RT4,Nilotinib,0.989463,0.975064
FTC-133,Staurosporine,0.946344,0.419886
HSC-3,Lapatinib,0.983962,0.775678
KM12,Ruxolitinib,0.631287,0.977332
JSC-1,Vorinostat,0.945638,0.621336
SK-LU-1,Dabrafenib,0.874755,0.950175
MS-1,Erlotinib,0.975868,0.993099
C3A,Dasatinib,0.938809,0.97301
MDA-MB-157,Afatinib,0.956169,0.957681
Saos-2,Ruxolitinib,0.8243280000000001,0.968162
UMC-11,Afatinib,0.994088,0.953848
HCC1569,Vorinostat,0.956062,0.846299
MKN28,Crizotinib,0.936969,0.972191
COLO-679,Gefitinib,0.959105,0.974556
SW684,Navitoclax,0.987767,0.959882
MDST8,Ulixertinib,0.953212,0.6543
OVCAR-5,Ruxolitinib,0.909888,0.95148
PL18,Vorinostat,0.612168,0.8348959999999999
BT-483,Linsitinib,0.81619,0.959514
NCI-H835,Staurosporine,0.722356,0.403047
HSC-39,Osimertinib,0.976112,0.944493
RERF-GC-1B,Dasatinib,0.7656970000000001,0.353756
RD,Lapatinib,0.988123,0.947123
OVCA420,Lapatinib,0.973996,0.651111
NCI-H82,Crizotinib,0.981795,0.978329
NCI-H2023,Daporinad,0.908557,0.881308
BHT-101,Trametinib,0.973524,0.340562
8505C,Erlotinib,0.8978940000000001,0.961718
U251,Vorinostat,0.6036590000000001,0.826778
LS-411N,Sorafenib,0.977586,0.768664
KG-1,Staurosporine,0.974179,0.240778
DoTc2-4510,Dabrafenib,0.7477520000000001,0.97884
SK-ES-1,Trametinib,0.969293,0.984217
UACC-812,Vinblastine,0.944332,0.897373
NCI-H720,Dabrafenib,0.819616,0.979853
HARA,Ruxolitinib,0.918739,0.948954
COR-L279,MK-1775,0.486079,0.807389
GB-1,Trametinib,0.473521,0.932142
KMRC-20,Crizotinib,0.588988,0.985957
NCI-H2591,Dasatinib,0.763604,0.956995
NB14,Sorafenib,0.932951,0.814758
LS-411N,Lapatinib,0.915102,0.8983260000000001
NCI-H1693,Gefitinib,0.929111,0.902817
SNU-61,Trametinib,0.875398,0.733875
WSU-NHL,Ulixertinib,0.7962060000000001,0.959522
OVCAR-5,Afatinib,0.889516,0.8328780000000001
SK-MM-2,MK-1775,0.965426,0.946915
LOU-NH91,Dasatinib,0.932684,0.804658
DAN-G,Vinblastine,0.963698,0.8951870000000001
CESS,Staurosporine,0.985927,0.26050100000000004
WSU-NHL,Daporinad,0.811701,0.306465
SBC-3,Crizotinib,0.871758,0.968579
NCI-H2023,Tamoxifen,0.988336,0.961831
NCI-H441,Dasatinib,0.893115,0.8993909999999999
PWR-1E,Sorafenib,0.986216,0.905184
OVKATE,Tamoxifen,0.94059,0.945817
DMS-273,Erlotinib,0.982564,0.960897
OE19,Dasatinib,0.82814,0.921961
AGS,Leflunomide,0.987291,0.881447
A549,Linsitinib,0.821802,0.922052
SNU-C5,Navitoclax,0.8565969999999999,0.891445
SW1463,Linsitinib,0.980969,0.926155
GP5d,Lapatinib,0.933369,0.949754
HCC2157,Tamoxifen,0.705743,0.921257
NCI-H2228,Erlotinib,0.8653569999999999,0.949311
U-266,Lapatinib,0.947617,0.915047
U-87-MG,Staurosporine,0.948277,0.565628
PANC-04-03,Navitoclax,0.950175,0.964127
LNCaP-Clone-FGC,Staurosporine,0.8507389999999999,0.437222
HCC1428,Osimertinib,0.83475,0.972904
NCI-H1568,MK-1775,0.982874,0.688496
8305C,Lapatinib,0.987744,0.906397
HPAC,MK-1775,0.972771,0.697229
PC-3,Dasatinib,0.910464,0.929562
NCI-H209,Afatinib,0.912199,0.765932
OCUB-M,Palbociclib,0.7390359999999999,0.982701
PC-3,Ulixertinib,0.953411,0.956147
TK10,Erlotinib,0.970741,0.862341
NCI-H3118,MK-1775,0.983925,0.561044
MOLP-8,Vorinostat,0.941025,0.701732
SK-GT-2,Dabrafenib,0.907347,0.961433
CAL-120,Navitoclax,0.984326,0.5861810000000001
HCC1143,Sorafenib,0.946264,0.951488
GI-1,Linsitinib,0.965244,0.982139
WM793B,Ulixertinib,0.825391,0.8920645
SF268,MK-1775,0.330193,0.8428629999999999
639-V,Tamoxifen,0.942836,0.932418
P12-ICHIKAWA,MK-1775,0.917716,0.500017
COR-L23,MK-1775,0.99498,0.545462
SW1271,Osimertinib,0.768666,0.962209
LOXIMVI,Palbociclib,0.841716,0.882934
UACC-893,Lapatinib,0.91848,0.557667
A375,Erlotinib,0.971593,0.974561
LB771-HNC,Dasatinib,0.8772280000000001,0.982542
DU-145,Osimertinib,0.9124655,0.964653
RD,Tamoxifen,0.235944,0.967888
OCUM-1,Tamoxifen,0.813604,0.960471
FADU,Vinblastine,0.8744930000000001,0.610638
KARPAS-620,Erlotinib,0.723012,0.976779
KM12,Trametinib,0.948234,0.607295
TE-6,Sorafenib,0.8662639999999999,0.841153
CAL-85-1,Dasatinib,0.980802,0.934511
SK-MM-2,Linsitinib,0.972901,0.925234
NCI-H1975,Palbociclib,0.970487,0.921413
CAL-148,Afatinib,0.851943,0.8260290000000001
HD-MY-Z,MK-1775,0.982681,0.810986
NCI-H1581,Ruxolitinib,0.97214,0.963109
Caov-4,Daporinad,0.838619,0.917171
OVK-18,Afatinib,0.985064,0.983721
SW13,Ruxolitinib,0.318851,0.980894
RPMI-8402,Palbociclib,0.570023,0.535274
MDA-MB-157,Dabrafenib,0.980084,0.992738
FLO-1,Afatinib,0.971934,0.830204
RH-1,Ruxolitinib,0.433238,0.98969
NCI-H2122,Osimertinib,0.916501,0.940329
ML-2,Sorafenib,0.7184470000000001,0.861555
PA-TU-8988T,Gefitinib,0.936496,0.963366
TUR,Navitoclax,0.8728600000000001,0.995385
697,Osimertinib,0.8701969999999999,0.94833
697,Erlotinib,0.989799,0.937381
CAL-33,Dabrafenib,0.7870535,0.98545
PL18,Crizotinib,0.981763,0.989255
HO-1-u-1,Vinblastine,0.885511,0.780257
BPH-1,Gefitinib,0.978209,0.819932
SK-LMS-1,Sorafenib,0.857317,0.932527
SR,MK-1775,0.802037,0.441719
OE21,Osimertinib,0.988757,0.829498
WIL2-NS,Sorafenib,0.95595,0.8772280000000001
ML-2,Vorinostat,0.958643,0.761912
K5,Gefitinib,0.82935,0.980201
HPAC,Dasatinib,0.988362,0.962493
YT,Erlotinib,0.8603870000000001,0.992734
G-361,Linsitinib,0.98438,0.959799
RKO,Dasatinib,0.268716,0.951204
DAN-G,Tamoxifen,0.991381,0.937737
RERF-LC-Sq1,MK-1775,0.7986850000000001,0.6492720000000001
MKN28,Lapatinib,0.993756,0.870858
EM-2,Staurosporine,0.971968,0.24512
BC-1,Navitoclax,0.968857,0.920048
PSN1,MK-1775,0.785245,0.7288560000000001
NCI-H64,Erlotinib,0.975013,0.970338
ECC10,Sorafenib,0.926894,0.798758
HSC-2,Daporinad,0.996703,0.675639
RKN,Trametinib,0.879791,0.8667739999999999
A204,Vinblastine,0.5960949999999999,0.832415
NCI-H1573,Linsitinib,0.97831,0.900122
CAL-39,Leflunomide,0.842016,0.870809
PANC-08-13,Staurosporine,0.985529,0.5223300000000001
TE-5,Osimertinib,0.782909,0.943152
MHH-PREB-1,Trametinib,0.955193,0.983714
ES7,Linsitinib,0.8122739999999999,0.944764
RPMI-7951,Erlotinib,0.6354420000000001,0.976419
NCI-H2405,Lapatinib,0.987209,0.932798
COR-L95,Daporinad,0.942871,0.61632
KU812,Daporinad,0.976825,0.425706
UACC-62,Ulixertinib,0.925086,0.7091854999999999
ETK-1,Sorafenib,0.918768,0.868956
OAW-42,Ulixertinib,0.923418,0.964542
NCI-H747,Erlotinib,0.97254,0.8287200000000001
NCI-H2731,Dasatinib,0.98556,0.951192
NUGC-4,Dabrafenib,0.8499450000000001,0.974466
MCF7,Dabrafenib,0.984713,0.946242
KYAE-1,Dabrafenib,0.886978,0.96538
CA46,Leflunomide,0.962454,0.7915449999999999
Saos-2,Crizotinib,0.846302,0.989582
HCC1954,Palbociclib,0.968125,0.985912
DOV13,Sorafenib,0.957759,0.5655279999999999
PL18,Osimertinib,0.90249,0.981021
EMC-BAC-2,Dasatinib,0.9205110000000001,0.840117
U-87-MG,Vorinostat,0.943303,0.901446
NCI-H2591,Gefitinib,0.954734,0.962577
U251,Ruxolitinib,0.867916,0.975598
PANC-02-03,Erlotinib,0.980408,0.905261
DAN-G,Staurosporine,0.892437,0.17837
OE21,Vorinostat,0.8493200000000001,0.892322
SJRH30,Leflunomide,0.193829,0.855439
PL4,Vinblastine,0.8760629999999999,0.800834
ES4,Navitoclax,0.949556,0.803705
BICR78,Ruxolitinib,0.8287200000000001,0.962203
BT-20,Ulixertinib,0.755035,0.9834535
BE-13,Dasatinib,0.881193,0.86198
SU8686,Dabrafenib,0.973112,0.966652
OVCAR-5,Ulixertinib,0.945736,0.8364105
KMOE-2,Palbociclib,0.8366709999999999,0.941661
NB1,Navitoclax,0.973225,0.851107
NCI-H2405,Gefitinib,0.8790370000000001,0.941386
RCC10RGB,Nilotinib,0.749082,0.972066
H9,Dasatinib,0.404882,0.99067
EC-GI-10,Dabrafenib,0.865717,0.978479
639-V,Sorafenib,0.989611,0.8690760000000001
CAPAN-2,Linsitinib,0.8689355000000001,0.902723
CAL-51,Gefitinib,0.982676,0.967309
DMS-53,Trametinib,0.885465,0.889401
SJRH30,Vinblastine,0.431576,0.74641
EM-2,MK-1775,0.856088,0.507532
OACp4C,MK-1775,0.987451,0.563505
IST-MES1,Staurosporine,0.894732,0.344673
MFE-280,Ulixertinib,0.807389,0.9723145
M059J,Erlotinib,0.974476,0.953234
NCI-H2342,Daporinad,0.979476,0.982198
CGTH-W-1,Ulixertinib,0.8935209999999999,0.952475
A172,Ulixertinib,0.695768,0.9357645
NCI-N87,Dasatinib,0.934505,0.8443209999999999
OVMIU,Lapatinib,0.992999,0.70662
U-266,Ruxolitinib,0.862848,0.980504
NCI-H1651,Afatinib,0.948975,0.93148
DMS-53,Linsitinib,0.692287,0.89712
NCI-H2818,Navitoclax,0.695916,0.947571
SUP-T1,Gefitinib,0.954874,0.98224
KMRC-20,Palbociclib,0.731021,0.965903
WM793B,Vorinostat,0.95148,0.810638
KMS-12-BM,MK-1775,0.968422,0.5236729999999999
MFE-319,Sorafenib,0.976643,0.867309
KM12,Vorinostat,0.955993,0.7910590000000001
SCC-4,Daporinad,0.7126775000000001,0.661463
OPM-2,Navitoclax,0.917356,0.8858219999999999
CaR-1,Osimertinib,0.7969609999999999,0.915511
A253,Staurosporine,0.482222,0.591213
HCC-44,Linsitinib,0.6795760000000001,0.934657
CAL-29,Gefitinib,0.978774,0.938822
NCI-H716,Vinblastine,0.956406,0.879151
TYK-nu,Linsitinib,0.974873,0.976448
TE-1,Afatinib,0.891605,0.8473120000000001
SK-MEL-5,Leflunomide,0.992135,0.917529
NUGC-3,Lapatinib,0.809792,0.802995
SK-LU-1,Navitoclax,0.780985,0.753526
OSC-20,Dasatinib,0.976852,0.797167
KP-4,Ruxolitinib,0.610626,0.983647
MFM-223,Navitoclax,0.956665,0.764088
HARA,Osimertinib,0.957551,0.922939
NCI-H322M,Tamoxifen,0.959283,0.935945
SNU-C1,Trametinib,0.982875,0.510826
SK-GT-2,Dasatinib,0.847115,0.7912
D-283MED,Navitoclax,0.899324,0.701527
EN,Gefitinib,0.969183,0.978603
NCI-H1781,Ruxolitinib,0.661248,0.968054
A172,Sorafenib,0.6459729999999999,0.8497819999999999
GP5d,Linsitinib,0.971532,0.975402
SK-MEL-2,Gefitinib,0.955603,0.990565
NCI-H1666,Osimertinib,0.883217,0.833317
SCC-4,Trametinib,0.8763850000000001,0.943088
SNU-C1,Tamoxifen,0.964189,0.922513
RKO,Trametinib,0.876857,0.635821
NB7,Dasatinib,0.7480180000000001,0.968555
UACC-62,Leflunomide,0.9283085,0.921054
KU-19-19,Navitoclax,0.904576,0.987001
KARPAS-45,Osimertinib,0.825319,0.992809
SW626,Ulixertinib,0.978101,0.8538375
NCI-H524,Nilotinib,0.90656,0.986634
SNU-175,Ruxolitinib,0.934758,0.985529
NCI-H1155,Gefitinib,0.986574,0.98201
OCI-AML2,Lapatinib,0.840616,0.902713
G-401,Trametinib,0.919747,0.7604989999999999
NCI-H322M,Dabrafenib,0.240195,0.8831200000000001
C32,Daporinad,0.905893,0.908938
LCLC-103H,Staurosporine,0.934224,0.347734
CHL-1,Crizotinib,0.8726860000000001,0.993251
CFPAC-1,Staurosporine,0.090548,0.508061
VMRC-RCZ,Nilotinib,0.885433,0.982293
PC-14,Ulixertinib,0.987443,0.9127065
A3-KAW,Afatinib,0.988441,0.78279
COR-L23,Palbociclib,0.960888,0.950995
BL-41,Gefitinib,0.98389,0.998311
ST486,Lapatinib,0.97699,0.848824
EW-22,Vinblastine,0.945155,0.487969
KMS-12-BM,Osimertinib,0.953053,0.948241
RL95-2,Nilotinib,0.965347,0.989399
GAK,Sorafenib,0.878064,0.8391379999999999
MN-60,Linsitinib,0.96874,0.962965
NKM-1,Palbociclib,0.957575,0.845258
PCI-30,Afatinib,0.83385,0.802295
H-EMC-SS,Ulixertinib,0.992224,0.8718995
JHH-1,Dasatinib,0.980039,0.925446
CaR-1,Nilotinib,0.8370820000000001,0.990738
HCC1395,Ulixertinib,0.759911,0.914535
A498,Dabrafenib,0.451496,0.962772
CS1,Afatinib,0.984353,0.8218209999999999
ETK-1,Linsitinib,0.924603,0.95308
SK-ES-1,Crizotinib,0.8892399999999999,0.973744
HuO9,Dabrafenib,0.934446,0.98567
PANC-04-03,Dasatinib,0.954492,0.815649
Hs-578-T,Palbociclib,0.7281979999999999,0.958829
KARPAS-45,Sorafenib,0.941525,0.823592
EFM-192A,Afatinib,0.89641,0.794188
NB14,Daporinad,0.889007,0.142571
Saos-2,Tamoxifen,0.931489,0.97108
SUP-M2,Osimertinib,0.991042,0.993762
LoVo,Trametinib,0.731478,0.5169630000000001
SK-CO-1,Vinblastine,0.942611,0.5022449999999999
T47D,Afatinib,0.906397,0.870159
HOS,Dabrafenib,0.93509,0.971972
COLO-205,Gefitinib,0.8686809999999999,0.975744
EJM,Crizotinib,0.537162,0.981393
KM12,Sorafenib,0.942205,0.832665
HT-29,Sorafenib,0.9613,0.877274
CAL-148,Vorinostat,0.8409629999999999,0.7105
A172,Dasatinib,0.890141,0.885433
T98G,Sorafenib,0.732093,0.923418
NCI-H446,Afatinib,0.984492,0.801301
OACp4C,Sorafenib,0.712224,0.907031
WM-115,Staurosporine,0.994402,0.495256
OCI-AML5,Leflunomide,0.973151,0.907643
NCI-H1623,Navitoclax,0.890352,0.908301
QGP-1,Afatinib,0.8038625,0.942321
Daoy,Dabrafenib,0.709477,0.985016
HCC70,Linsitinib,0.978605,0.995473
H-EMC-SS,Linsitinib,0.758378,0.888984
LAMA-84,Dabrafenib,0.838491,0.71101
SK-MEL-24,Dabrafenib,0.934763,0.675467
VM-CUB-1,Erlotinib,0.828141,0.968752
NCI-H211,Crizotinib,0.981645,0.968123
CAS-1,Linsitinib,0.993761,0.968066
SW1783,Staurosporine,0.954993,0.178203
NCI-H1155,Osimertinib,0.944074,0.968115
HCC1428,Ulixertinib,0.708044,0.95155
OV-56,Dabrafenib,0.706299,0.968276
SNU-449,Staurosporine,0.833183,0.604825
L-540,Crizotinib,0.693292,0.962543
A2780,Erlotinib,0.939805,0.944818
JURL-MK1,Leflunomide,0.861778,0.7733
MS-1,Linsitinib,0.715972,0.893185
NOMO-1,Staurosporine,0.8453620000000001,0.311271
LNCaP-Clone-FGC,Osimertinib,0.97734,0.876368
TC-YIK,Staurosporine,0.8773719999999999,0.319989
EN,Dasatinib,0.962772,0.98509
U-118-MG,Leflunomide,0.9577,0.86993
JVM-3,Vinblastine,0.986454,0.380926
Saos-2,Dasatinib,0.375985,0.869818
NCI-H2731,Gefitinib,0.965211,0.980287
NCI-H2722,Ulixertinib,0.220044,0.8940445
RMG-I,Ulixertinib,0.817129,0.9240615
SU-DHL-8,Ulixertinib,0.646804,0.9862085
SUP-HD1,Osimertinib,0.98782,0.950564
VA-ES-BJ,Erlotinib,0.929809,0.95875
SK-MEL-2,Linsitinib,0.982123,0.995019
EN,Palbociclib,0.297629,0.954103
WSU-NHL,Staurosporine,0.905343,0.101457
SCC-9,Navitoclax,0.977972,0.975777
SNU-1,Staurosporine,0.979343,0.240195
ESO51,Leflunomide,0.974426,0.701705
CCK-81,Crizotinib,0.8778459999999999,0.857086
NCI-H841,Lapatinib,0.775662,0.913775
GCT,Leflunomide,0.7703439999999999,0.912476
KURAMOCHI,Erlotinib,0.894014,0.946881
NCI-H3118,Lapatinib,0.253893,0.732093
NCI-H1048,MK-1775,0.878052,0.627524
UMC-11,Ruxolitinib,0.926663,0.981085
Ca9-22,Dasatinib,0.68662,0.640158
EN,Staurosporine,0.78962,0.5392020000000001
MRK-nu-1,Ruxolitinib,0.77625,0.993082
CAL-85-1,Osimertinib,0.8144239999999999,0.984946
IHH-4,Linsitinib,0.815171,0.941945
GA-10,Tamoxifen,0.987511,0.957736
5637,Trametinib,0.879343,0.8069810000000001
NCI-H1694,Sorafenib,0.966877,0.8790950000000001
G-401,Dabrafenib,0.916655,0.91498
NCI-H2591,Trametinib,0.928169,0.893328
PWR-1E,MK-1775,0.958415,0.677832
Raji,Gefitinib,0.106863,0.990872
EFM-192A,Navitoclax,0.984946,0.954393
COLO-829,Vorinostat,0.911408,0.779724
RPMI-8226,Lapatinib,0.963155,0.927226
HCC70,Trametinib,0.8707010000000001,0.952369
CAL-62,MK-1775,0.978196,0.593426
EB2,Erlotinib,0.971855,0.943597
NCI-H1563,Ulixertinib,0.922143,0.971347
AN3-CA,Vorinostat,0.757618,0.895073
Calu-6,Dasatinib,0.958855,0.946345
NCI-H2170,Dabrafenib,0.573968,0.930617
COLO-684,Nilotinib,0.938454,0.945687
KYSE-180,MK-1775,0.8855940000000001,0.611649
8305C,Leflunomide,0.967038,0.846052
NB10,Erlotinib,0.7771520000000001,0.983809
BFTC-909,Nilotinib,0.95657,0.901899
SK-MEL-24,Daporinad,0.759253,0.942354
KARPAS-422,Leflunomide,0.972243,0.8565889999999999
MLMA,Erlotinib,0.632432,0.983075
HOP-62,Linsitinib,0.859049,0.977008
KATOIII,Trametinib,0.210773,0.815588
TGBC11TKB,Afatinib,0.8986370000000001,0.8101010000000001
NCI-H522,Palbociclib,0.929002,0.975848
TT2609-C02,Dasatinib,0.8345469999999999,0.97241
NCI-H650,Gefitinib,0.977599,0.963837
MES-SA,Osimertinib,0.9035,0.949532
SU-DHL-8,Dabrafenib,0.973389,0.997836
GI-1,Palbociclib,0.951108,0.987282
LXF-289,Dabrafenib,0.8875639999999999,0.989102
OAW-28,Ulixertinib,0.840194,0.9285525
KMOE-2,Osimertinib,0.961517,0.97574
JSC-1,Leflunomide,0.253925,0.903847
SUP-HD1,Dasatinib,0.8928520000000001,0.986534
TGBC24TKB,MK-1775,0.935138,0.660896
NCI-H1703,Gefitinib,0.6918,0.977139
WM278,Sorafenib,0.913755,0.892035
NCI-H2818,Dasatinib,0.8600610000000001,0.8371360000000001
CAL-29,Osimertinib,0.686776,0.906736
SK-LMS-1,Trametinib,0.905838,0.8849030000000001
H4,Gefitinib,0.992283,0.986493
KU812,Ruxolitinib,0.889343,0.96336
IA-LM,Crizotinib,0.985381,0.99465
Ca9-22,Afatinib,0.261112,0.658882
LK-2,Vorinostat,0.685593,0.797725
EJM,Vinblastine,0.953619,0.694412
FLO-1,Vinblastine,0.981493,0.599146
OPM-2,Leflunomide,0.957776,0.930147
NCCIT,Lapatinib,0.705395,0.978777
MDA-MB-175-VII,Gefitinib,0.983407,0.705525
L-1236,Palbociclib,0.986717,0.92724
SNU-1040,Trametinib,0.986097,0.894702
KU-19-19,Ruxolitinib,0.910078,0.987136
COLO-680N,Nilotinib,0.8699459999999999,0.981222
AMO-1,Lapatinib,0.947428,0.819058
KP-1N,Tamoxifen,0.911725,0.949485
SK-CO-1,Nilotinib,0.875209,0.93544
H9,MK-1775,0.891453,0.558898
5637,Gefitinib,0.965982,0.916587
TC-71,Erlotinib,0.9232405,0.980033
NCI-H2228,Navitoclax,0.437971,0.907911
A204,Osimertinib,0.963019,0.915408
A204,Sorafenib,0.844766,0.764775
PA-TU-8988T,Nilotinib,0.987832,0.980604
JVM-3,Lapatinib,0.930699,0.8245809999999999
ESS-1,Nilotinib,0.8655415000000001,0.955547
VMRC-LCD,Dasatinib,0.939829,0.987985
NCI-H2373,Gefitinib,0.943849,0.945263
LS-513,Afatinib,0.848914,0.709356
WSU-NHL,Nilotinib,0.973755,0.94389
NCI-H2810,Crizotinib,0.844245,0.982143
L-363,Erlotinib,0.843888,0.987125
JVM-3,Vorinostat,0.8482700000000001,0.634621
NB13,Tamoxifen,0.476204,0.8778219999999999
NCI-H1341,Linsitinib,0.947956,0.982005
MES-SA,Ulixertinib,0.426092,0.9205285
SH-4,Vinblastine,0.979427,0.815476
NCI-H1915,Lapatinib,0.963589,0.95255
BT-483,Daporinad,0.956064,0.952961
LC-1-sq,MK-1775,0.985825,0.5457390000000001
PA-1,Vorinostat,0.452955,0.646602
NEC8,Ulixertinib,0.933647,0.9831989999999999
KYSE-410,Linsitinib,0.806909,0.964824
ALL-SIL,Ruxolitinib,0.735172,0.983691
Daudi,Lapatinib,0.924627,0.8553459999999999
TE-1,Vinblastine,0.84544,0.6636350000000001
LU-135,Gefitinib,0.873656,0.98187
LU-165,Navitoclax,0.975701,0.811868
H4,Leflunomide,0.987017,0.932191
HC-1,Dabrafenib,0.964794,0.973517
JHH-7,Nilotinib,0.6280640000000001,0.986192
PCI-30,Dabrafenib,0.753391,0.957536
PA-1,Gefitinib,0.924232,0.988054
RPMI-6666,Lapatinib,0.800007,0.8471129999999999
OVISE,Vorinostat,0.8542870000000001,0.8431049999999999
OS-RC-2,Trametinib,0.922158,0.955091
PSN1,Linsitinib,0.972268,0.929002
HOP-62,Dabrafenib,0.982562,0.976718
MOG-G-CCM,Afatinib,0.733162,0.861402
JiyoyeP-2003,Trametinib,0.8759969999999999,0.96434
MEL-JUSO,Crizotinib,0.972817,0.991885
NOMO-1,Linsitinib,0.937798,0.942909
MKN28,Gefitinib,0.779894,0.966466
Detroit562,Trametinib,0.825909,0.8692139999999999
ME-180,Erlotinib,0.945198,0.902458
KU812,Staurosporine,0.982762,0.315788
PC-14,Navitoclax,0.964267,0.971681
EB-3,Leflunomide,0.964743,0.786097
LN-229,Ruxolitinib,0.958074,0.935497
NEC8,Leflunomide,0.994843,0.931856
COR-L23,Leflunomide,0.988783,0.867712
22RV1,Lapatinib,0.981403,0.924187
SF268,Tamoxifen,0.991152,0.970912
HCC202,Vorinostat,0.95196,0.8462879999999999
HuH-7,Navitoclax,0.693391,0.759253
NCI-H226,Tamoxifen,0.965126,0.916003
NCI-H1435,MK-1775,0.93691,0.916242
MOLT-16,Leflunomide,0.19126,0.7876029999999999
KARPAS-1106P,Dasatinib,0.941532,0.5258189999999999
NCI-H1435,Afatinib,0.9608,0.9006209999999999
CW-2,Leflunomide,0.735985,0.878642
KMS-12-BM,Afatinib,0.970576,0.882085
T-T,Ulixertinib,0.50481,0.905591
SK-OV-3,Linsitinib,0.989491,0.963317
RMG-I,Vinblastine,0.805523,0.818037
MONO-MAC-6,Lapatinib,0.986638,0.8810479999999999
NCI-H2066,Trametinib,0.979653,0.961278
MDST8,Osimertinib,0.644408,0.964503
Calu-6,Crizotinib,0.665974,0.966639
KYSE-180,Navitoclax,0.877337,0.8348209999999999
SNU-449,Dabrafenib,0.875919,0.964786
WM793B,Tamoxifen,0.899144,0.941982
Ramos-2G6-4C10,Vorinostat,0.912643,0.786279
TGBC24TKB,Gefitinib,0.960288,0.849232
TGBC1TKB,Vorinostat,0.761415,0.8354600000000001
AMO-1,Erlotinib,0.663479,0.982327
MDA-MB-330,Staurosporine,0.792265,0.313692
TE-5,MK-1775,0.927957,0.823681
KMRC-20,MK-1775,0.969822,0.658664
NCI-H82,Vinblastine,0.982552,0.5524220000000001
NCI-H2795,Gefitinib,0.869641,0.981022
PL4,Crizotinib,0.954036,0.963702
TK10,MK-1775,0.908907,0.75643
MFM-223,Dasatinib,0.8512270000000001,0.958024
SUP-HD1,Leflunomide,0.5789679999999999,0.8588870000000001
RMG-I,Osimertinib,0.426438,0.8381559999999999
C2BBe1,Dabrafenib,0.433147,0.965299
BxPC-3,Sorafenib,0.993673,0.946111
RPMI-8866,Ruxolitinib,0.957264,0.986022
LU-139,Leflunomide,0.950567,0.901091
FTC-133,Tamoxifen,0.991668,0.916142
LAMA-84,Vorinostat,0.747185,0.720187
DBTRG-05MG,Erlotinib,0.927931,0.917055
AN3-CA,Afatinib,0.8787729999999999,0.885222
CTV-1,Crizotinib,0.135141,0.80953
SNG-M,Osimertinib,0.8470559999999999,0.972547
NCI-H847,Nilotinib,0.80628,0.993717
MKN28,Afatinib,0.935491,0.858928
TOV-21G,Afatinib,0.967679,0.760641
SK-PN-DW,Linsitinib,0.6011770000000001,0.909315
YT,Ulixertinib,0.991103,0.9393125
HCC1143,Lapatinib,0.976294,0.8158270000000001
AMO-1,Ruxolitinib,0.990475,0.917229
Raji,Tamoxifen,0.491426,0.96389
SU8686,Linsitinib,0.514475,0.970091
LN-229,Crizotinib,0.957247,0.987832
HCT-116,Tamoxifen,0.8906219999999999,0.982877
SiHa,Dabrafenib,0.7741,0.982431
KELLY,Leflunomide,0.985983,0.889415
COLO-205,MK-1775,0.533875,0.6745359999999999
U-2-OS,Staurosporine,0.148352,0.248648
NCI-H2085,Trametinib,0.310702,0.96317
CADO-ES1,Ulixertinib,0.816227,0.954734
KYSE-410,Leflunomide,0.972894,0.851281
ME-1,Dasatinib,0.981942,0.990239
NCI-H1651,Vinblastine,0.979836,0.577499
JVM-2,Osimertinib,0.906482,0.947917
MCF7,Ruxolitinib,0.8469469999999999,0.969922
RO82-W-1,MK-1775,0.921369,0.8927780000000001
ES7,Daporinad,0.971683,0.35193
Hey,Dabrafenib,0.4863770000000001,0.8414299999999999
huH-1,Trametinib,0.866196,0.925965
SW1783,Gefitinib,0.947521,0.97878
C3A,Leflunomide,0.5344369999999999,0.910406
KP-1N,Leflunomide,0.706791,0.907208
A375,Afatinib,0.83593,0.8608379999999999
NCI-H209,Staurosporine,0.8538375,0.296869
NCI-H522,Ulixertinib,0.98016,0.916064
SK-N-FI,Erlotinib,0.899293,0.978278
SK-CO-1,Navitoclax,0.970353,0.4896680000000001
NUGC-3,Tamoxifen,0.40396,0.915345
OC-314,Navitoclax,0.960563,0.953914
P31-FUJ,Staurosporine,0.97143,0.393493
OCUM-1,Leflunomide,0.959166,0.88141
MFH-ino,Trametinib,0.8812129999999999,0.8516360000000001
HCC1937,Lapatinib,0.973831,0.867994
TK,Sorafenib,0.064074,0.916307
MOLM-13,Gefitinib,0.920312,0.948352
NCI-H2591,Erlotinib,0.864717,0.945279
