CELL_LINE_NAME,DRUG_NAME,False AUC,AUC
MOLT-13,MK-1775,0.854115,0.523036
EPLC-272H,Navitoclax,0.98868,0.863015
NCI-H1869,Crizotinib,0.919148,0.987685
TE-9,Nilotinib,0.891752,0.993172
TE-5,Palbociclib,0.977598,0.963576
D-392MG,Vorinostat,0.561207,0.891012
SW1417,Dasatinib,0.823101,0.898575
COLO-668,Vorinostat,0.490157,0.731478
KE-37,Sorafenib,0.864028,0.837302
IST-MES1,Vinblastine,0.8634629999999999,0.931612
LOUCY,Erlotinib,0.544377,0.934224
OE19,Trametinib,0.928471,0.926042
SJRH30,Crizotinib,0.640158,0.988847
PANC-03-27,Trametinib,0.860549,0.813458
BFTC-909,Vorinostat,0.932786,0.7859520000000001
GI-1,Ulixertinib,0.664337,0.990205
A4-Fuk,Dasatinib,0.901954,0.870816
EW-3,Crizotinib,0.247033,0.957918
SW1990,Erlotinib,0.8337110000000001,0.957551
Hs-445,Vorinostat,0.869502,0.713797
OE33,Tamoxifen,0.946111,0.912514
KALS-1,Dasatinib,0.968302,0.822051
HCC38,Dabrafenib,0.712001,0.991644
MEG-01,Tamoxifen,0.987296,0.93833
CAMA-1,Lapatinib,0.5433060000000001,0.957744
TE-6,Afatinib,0.928305,0.451978
NCI-H2023,Gefitinib,0.765932,0.976833
DMS-53,Ruxolitinib,0.942514,0.955007
A427,Afatinib,0.972243,0.975445
NOMO-1,MK-1775,0.918392,0.477705
GA-10,MK-1775,0.896948,0.51352
NCI-H2452,Navitoclax,0.70191,0.97364
A498,Lapatinib,0.751708,0.831468
SAT,Osimertinib,0.743139,0.773359
C2BBe1,Linsitinib,0.949258,0.919038
MDA-MB-361,Ulixertinib,0.911208,0.9701405
HDLM-2,Daporinad,0.980813,0.540427
KARPAS-422,Osimertinib,0.652517,0.966243
ML-2,Daporinad,0.977141,0.235505
TGBC1TKB,MK-1775,0.976563,0.838493
KYSE-180,Palbociclib,0.471749,0.976834
LAMA-84,Vinblastine,0.951908,0.572067
NH-12,MK-1775,0.875398,0.643955
COLO-205,Afatinib,0.777192,0.901723
RL95-2,Staurosporine,0.834249,0.363855
A673,Dasatinib,0.8612145,0.984915
IGR-1,Lapatinib,0.8893459999999999,0.867732
MOLT-13,Leflunomide,0.70581,0.8685129999999999
HT55,Ruxolitinib,0.8761120000000001,0.963534
Hs-445,Palbociclib,0.953117,0.95268
ESS-1,Crizotinib,0.959281,0.974618
SW48,Trametinib,0.971271,0.6529010000000001
PWR-1E,Ruxolitinib,0.910556,0.981968
KYSE-180,Osimertinib,0.947171,0.941467
HCT-116,Vinblastine,0.944853,0.584778
FU97,Dasatinib,0.579431,0.933849
SK-MEL-2,Tamoxifen,0.92979,0.989109
LU-165,Nilotinib,0.96784,0.987484
PANC-08-13,Osimertinib,0.733875,0.96451
HO-1-N-1,Linsitinib,0.29396100000000003,0.975028
KYSE-270,Vorinostat,0.483393,0.84367
ASH-3,Dasatinib,0.917128,0.892546
NCI-H2009,Afatinib,0.817218,0.81155
NALM-6,Palbociclib,0.965967,0.741271
TE-1,Vorinostat,0.674689,0.663415
SKN-3,Trametinib,0.978013,0.854658
ES4,Staurosporine,0.991033,0.451496
huH-1,Navitoclax,0.858088,0.948617
MHH-ES-1,Ulixertinib,0.903489,0.973987
Daoy,Sorafenib,0.640554,0.892083
COLO-829,Tamoxifen,0.972119,0.903741
RPMI-8402,Linsitinib,0.875201,0.91405
KYSE-50,Dasatinib,0.964967,0.717413
KYSE-270,Afatinib,0.98288,0.786705
COLO-678,Afatinib,0.805708,0.866524
NCI-H1563,Osimertinib,0.984753,0.909716
VAL,Trametinib,0.87035,0.986179
MHH-CALL-2,Ulixertinib,0.98535,0.935346
HCC1143,Ulixertinib,0.842684,0.8689355000000001
EMC-BAC-2,Ruxolitinib,0.918689,0.935138
SCC-3,Afatinib,0.180922,0.877337
COLO-668,Trametinib,0.778435,0.847209
NCI-H2141,Sorafenib,0.025492,0.935653
NCI-H1581,Trametinib,0.935491,0.885863
IA-LM,Vorinostat,0.438438,0.908662
NCI-H1355,Palbociclib,0.920737,0.940274
EN,Nilotinib,0.987826,0.964119
TC-YIK,Leflunomide,0.992577,0.7863939999999999
MOG-G-CCM,Ulixertinib,0.8959950000000001,0.9614845
SK-MG-1,Linsitinib,0.822134,0.939603
CHSA8926,Sorafenib,0.990025,0.930163
PWR-1E,Erlotinib,0.970338,0.966736
SN12C,Vinblastine,0.92114,0.92917
HMV-II,Gefitinib,0.96686,0.971449
GR-ST,Nilotinib,0.584233,0.949751
COR-L311,Ruxolitinib,0.966434,0.986684
MDST8,Navitoclax,0.795146,0.674876
COLO-684,Gefitinib,0.927525,0.982615
ES7,Tamoxifen,0.8684930000000001,0.930646
BB49-HNC,Lapatinib,0.796492,0.841068
SNU-423,Palbociclib,0.971231,0.952055
GRANTA-519,Lapatinib,0.918374,0.976564
BHT-101,Gefitinib,0.177073,0.98601
MEG-01,Dabrafenib,0.930163,0.779259
NCI-H1355,Vorinostat,0.953791,0.874231
SU-DHL-6,MK-1775,0.997508,0.619697
NCI-H1299,Trametinib,0.989079,0.873541
EFM-19,Afatinib,0.972273,0.856123
ARH-77,Staurosporine,0.76432,0.150068
SNU-C2B,Erlotinib,0.923113,0.945364
WM793B,Vinblastine,0.387623,0.5946779999999999
MHH-ES-1,Lapatinib,0.795764,0.960317
SK-N-FI,Trametinib,0.938975,0.7741
SK-MM-2,Sorafenib,0.938472,0.909664
A2058,Staurosporine,0.443567,0.387603
EM-2,Osimertinib,0.789586,0.964131
MSTO-211H,Linsitinib,0.989577,0.933602
Daudi,Palbociclib,0.865717,0.972824
NCI-H727,Dabrafenib,0.8592280000000001,0.912761
JHU-022,Palbociclib,0.498375,0.95162
NCI-H1694,Erlotinib,0.17837,0.956612
HEC-1,Leflunomide,0.98224,0.912164
EMC-BAC-2,Ulixertinib,0.781509,0.91814
UACC-62,Lapatinib,0.970978,0.943347
RERF-LC-Sq1,Palbociclib,0.986469,0.881704
A204,Linsitinib,0.93321,0.937404
NCI-H209,Sorafenib,0.7408359999999999,0.780192
A253,Palbociclib,0.983044,0.991854
BICR10,Gefitinib,0.7988770000000001,0.972174
HT55,Navitoclax,0.919244,0.788569
SUP-T1,Erlotinib,0.612654,0.951613
NCI-H1623,Dasatinib,0.996691,0.980706
SK-MES-1,Vorinostat,0.952129,0.8974790000000001
NCI-H196,Gefitinib,0.952712,0.981525
NCI-H524,Gefitinib,0.057061,0.99077
SW900,Crizotinib,0.975097,0.960154
SCC-3,Staurosporine,0.773223,0.330624
COLO-678,Vorinostat,0.950413,0.907624
TE-6,Tamoxifen,0.956964,0.895558
NCI-H2405,Osimertinib,0.977905,0.925016
COR-L105,Tamoxifen,0.77625,0.80988
LOXIMVI,Erlotinib,0.976946,0.982846
NCI-H508,Linsitinib,0.914632,0.8432850000000001
GRANTA-519,Trametinib,0.922619,0.983769
C3A,Trametinib,0.959077,0.801467
LK-2,Nilotinib,0.863015,0.98601
HCC1143,Vinblastine,0.982166,0.978564
HuO-3N1,MK-1775,0.927348,0.7722479999999999
OVCAR-8,Linsitinib,0.8469049999999999,0.971265
HPAF-II,Crizotinib,0.983804,0.96838
ZR-75-30,Linsitinib,0.970198,0.962413
ETK-1,Lapatinib,0.911172,0.816558
NCI-H82,Linsitinib,0.7784939999999999,0.958414
SK-N-AS,Vorinostat,0.773201,0.755768
639-V,Nilotinib,0.784827,0.989482
UACC-812,Dabrafenib,0.877194,0.974075
SW1783,Navitoclax,0.674072,0.7902640000000001
RF-48,Trametinib,0.951035,0.985864
TGBC24TKB,Ulixertinib,0.891602,0.9284725
HLE,Erlotinib,0.974476,0.968024
A3-KAW,Navitoclax,0.974411,0.8629879999999999
NCI-H1355,Navitoclax,0.970972,0.8792270000000001
HCC1187,Dabrafenib,0.908846,0.971365
HCC1806,Nilotinib,0.20892,0.947021
GB-1,Erlotinib,0.949156,0.917128
M059J,Vorinostat,0.979112,0.852733
DOK,Dasatinib,0.943681,0.558031
NCI-H2122,Tamoxifen,0.899977,0.939728
GCIY,Ruxolitinib,0.955564,0.962546
NCI-H441,Lapatinib,0.952677,0.957399
H4,Trametinib,0.977884,0.925798
KARPAS-299,Vinblastine,0.420399,0.47168
RPMI-8402,Ulixertinib,0.893185,0.8237855000000001
NCC010,Linsitinib,0.934603,0.984837
NCI-H196,Erlotinib,0.8561780000000001,0.958642
MDA-MB-231,Osimertinib,0.968112,0.976857
NB14,Staurosporine,0.142571,0.275663
SJRH30,Afatinib,0.895214,0.8515459999999999
HO-1-u-1,Linsitinib,0.747549,0.94085
MDA-MB-436,Palbociclib,0.977289,0.968854
SW982,Ruxolitinib,0.822592,0.965211
SHP-77,Crizotinib,0.955616,0.98412
SK-GT-2,Trametinib,0.824931,0.842527
SNU-398,Osimertinib,0.671556,0.94143
SK-UT-1,Osimertinib,0.983474,0.98799
COLO-205,Tamoxifen,0.322329,0.929986
EN,Vorinostat,0.689495,0.8193229999999999
ST486,Daporinad,0.946511,0.26501
KARPAS-620,Dasatinib,0.8918219999999999,0.971923
NCI-H1876,MK-1775,0.979251,0.497132
Daudi,Ulixertinib,0.919714,0.979486
TGW,Tamoxifen,0.9484835,0.929359
EW-22,Tamoxifen,0.983843,0.922001
SCC-15,Ruxolitinib,0.97804,0.967264
ECC10,Vinblastine,0.791428,0.625186
CML-T1,Vorinostat,0.958145,0.628134
IST-SL2,Staurosporine,0.98666,0.336206
KARPAS-299,Dabrafenib,0.686286,0.944784
DMS-273,Ulixertinib,0.977647,0.9452115
NCI-H2722,Crizotinib,0.891425,0.972357
GCIY,Trametinib,0.858662,0.848233
DOK,Erlotinib,0.985627,0.661671
ME-180,Palbociclib,0.973225,0.972018
HOP-92,Staurosporine,0.891626,0.34486999999999995
OVCAR-5,Trametinib,0.800756,0.634216
NB12,Osimertinib,0.932057,0.91515
VMRC-LCD,Ulixertinib,0.8632610000000001,0.9728604999999999
DU-4475,Ruxolitinib,0.972551,0.972455
WM793B,Nilotinib,0.968893,0.955732
NCI-H520,Afatinib,0.8113739999999999,0.8729319999999999
EFM-192A,Gefitinib,0.911408,0.979931
IM-9,Dasatinib,0.943523,0.985174
RF-48,Vinblastine,0.972371,0.500787
PEO1,Tamoxifen,0.958729,0.937629
KMRC-20,Sorafenib,0.721416,0.8748090000000001
TE-1,Nilotinib,0.956984,0.973951
TE-1,Gefitinib,0.621192,0.903394
8-MG-BA,Dabrafenib,0.9396690000000001,0.974297
SU-DHL-8,Leflunomide,0.984707,0.842132
SISO,Tamoxifen,0.989403,0.95599
YAPC,Ulixertinib,0.85751,0.955557
M059J,Tamoxifen,0.991729,0.959211
G-MEL,Leflunomide,0.945338,0.948982
VM-CUB-1,Nilotinib,0.8886200000000001,0.981318
22RV1,Palbociclib,0.782163,0.8921370000000001
NCI-H1155,Nilotinib,0.473947,0.988753
CFPAC-1,Sorafenib,0.903658,0.8889790000000001
MDA-MB-453,Crizotinib,0.8715629999999999,0.951297
SNU-407,Ruxolitinib,0.989312,0.968666
ATN-1,Trametinib,0.897741,0.99591
BT-483,Ribociclib,0.902448,0.95595
NCI-H3118,Tamoxifen,0.779439,0.97946
OVCAR-8,Gefitinib,0.965712,0.972707
SW900,Ulixertinib,0.957736,0.866655
NCI-H1688,Afatinib,0.956226,0.873017
G-361,Crizotinib,0.986973,0.979084
SH-4,Palbociclib,0.947457,0.910547
UM-UC-3,Palbociclib,0.983989,0.983341
PFSK-1,Trametinib,0.8364105,0.989145
NCI-H226,Nilotinib,0.8653569999999999,0.973918
SBC-5,Lapatinib,0.313692,0.97443
SK-MES-1,Crizotinib,0.521364,0.988265
A2058,Nilotinib,0.600771,0.995758
LS-513,Ruxolitinib,0.965657,0.97792
EW-7,Afatinib,0.608879,0.8646290000000001
FU97,Daporinad,0.943865,0.838619
FTC-133,Ulixertinib,0.765636,0.922696
MC-CAR,Tamoxifen,0.985957,0.964728
JSC-1,Staurosporine,0.877337,0.241976
PA-TU-8902,Erlotinib,0.791511,0.954862
COR-L88,Tamoxifen,0.922541,0.927185
BPH-1,Vinblastine,0.985493,0.5298229999999999
NCCIT,Tamoxifen,0.97784,0.9426
HSC-4,Erlotinib,0.966046,0.8669620000000001
FTC-133,Nilotinib,0.531836,0.927348
NCI-H1341,Dasatinib,0.965684,0.97333
NB69,Navitoclax,0.98681,0.6548069999999999
SW1990,Dabrafenib,0.907186,0.969327
OCI-M1,Sorafenib,0.987291,0.858239
COR-L23,Ruxolitinib,0.8290270000000001,0.949717
EJM,Leflunomide,0.985893,0.948514
PA-TU-8988T,Staurosporine,0.801045,0.247691
OV-90,Palbociclib,0.919219,0.964867
SW48,Dasatinib,0.842527,0.954874
MDA-MB-468,Lapatinib,0.95196,0.787401
DK-MG,Dasatinib,0.8552850000000001,0.8306680000000001
SK-PN-DW,Gefitinib,0.970907,0.985246
BC-1,Osimertinib,0.68595,0.939744
MFE-319,Navitoclax,0.132356,0.78962
SW684,Linsitinib,0.991479,0.976111
OVMIU,Vinblastine,0.952763,0.744042
NCI-H1838,Tamoxifen,0.785709,0.970357
NCI-H322M,Palbociclib,0.965022,0.828076
CHSA8926,Nilotinib,0.902215,0.947786
697,Staurosporine,0.933794,0.023228
NCI-H716,Dasatinib,0.957771,0.888713
EW-16,Crizotinib,0.985397,0.98383
23132-87,Crizotinib,0.975483,0.987828
LU-139,Ulixertinib,0.63767,0.959117
CML-T1,Afatinib,0.6213390000000001,0.86419
NCI-H1876,Palbociclib,0.982196,0.984251
HCC2998,Palbociclib,0.937752,0.951896
NCI-H1341,Afatinib,0.8134399999999999,0.839354
KYSE-140,Vinblastine,0.966382,0.838464
DMS-53,Nilotinib,0.980034,0.976506
HCC1937,Dabrafenib,0.991506,0.985713
GA-10,Leflunomide,0.988894,0.768472
RXF393,Leflunomide,0.959195,0.913123
LAMA-84,Ulixertinib,0.8783350000000001,0.7900165
PF-382,Dasatinib,0.978609,0.7631100000000001
YT,Trametinib,0.982804,0.968411
ST486,Ruxolitinib,0.957203,0.967756
RH-1,Trametinib,0.764865,0.95397
NCI-H2066,Lapatinib,0.8926879999999999,0.934879
B-CPAP,Palbociclib,0.856549,0.937948
ONS-76,Trametinib,0.819088,0.437745
OCI-AML3,Palbociclib,0.971834,0.81162
CAL-29,Linsitinib,0.980126,0.986454
NALM-6,Ruxolitinib,0.717923,0.953696
8-MG-BA,Vinblastine,0.5413720000000001,0.589199
NALM-6,Nilotinib,0.916921,0.975259
SNU-449,Ulixertinib,0.897992,0.9103305
HuTu-80,Ruxolitinib,0.6968270000000001,0.972605
OV-56,Gefitinib,0.704715,0.975626
MDA-MB-415,MK-1775,0.798525,0.951208
COLO-684,MK-1775,0.925548,0.705342
SW900,Navitoclax,0.930206,0.9003190000000001
SNU-C5,Nilotinib,0.983829,0.956436
LB831-BLC,Staurosporine,0.986339,0.248036
RERF-LC-Sq1,Leflunomide,0.807682,0.924689
NCI-H810,Sorafenib,0.765692,0.793467
CAL-33,Palbociclib,0.8579950000000001,0.971586
KOPN-8,Palbociclib,0.985811,0.815117
LN-229,Tamoxifen,0.958673,0.935896
SW1463,Tamoxifen,0.977513,0.926531
HO-1-u-1,Staurosporine,0.907079,0.335663
MDA-MB-175-VII,Staurosporine,0.363979,0.700912
DU-4475,Palbociclib,0.902844,0.985431
CAL-62,Crizotinib,0.985289,0.992102
SK-LMS-1,Ulixertinib,0.905205,0.937099
RT4,Sorafenib,0.753879,0.858433
TGW,Vorinostat,0.8488709999999999,0.726545
ES6,Dabrafenib,0.989605,0.945567
OVCA420,Afatinib,0.610165,0.513791
NCI-H1155,Palbociclib,0.7149340000000001,0.987284
LS-123,Nilotinib,0.900436,0.980214
HT-3,Palbociclib,0.8240540000000001,0.982533
NCI-H3122,Palbociclib,0.982726,0.828141
KS-1,Trametinib,0.958475,0.8863530000000001
NCI-H2087,Trametinib,0.652149,0.717303
D-392MG,Tamoxifen,0.47911,0.951901
CAL-148,MK-1775,0.958243,0.676845
SUIT-2,Tamoxifen,0.651017,0.932353
HC-1,Dasatinib,0.786181,0.97348
LN-18,Leflunomide,0.922196,0.918739
HCC1428,Gefitinib,0.8670709999999999,0.960572
MEL-JUSO,Gefitinib,0.861555,0.984561
L-363,Daporinad,0.818292,0.771364
HT-1080,Navitoclax,0.873541,0.604267
VMRC-LCD,Sorafenib,0.975796,0.8624370000000001
NCI-H1915,Tamoxifen,0.78196,0.922794
KURAMOCHI,Daporinad,0.944356,0.589867
REH,Afatinib,0.920851,0.8688899999999999
RERF-GC-1B,Leflunomide,0.8755569999999999,0.942949
NCI-H1155,Tamoxifen,0.988127,0.915488
ESO51,Dasatinib,0.92486,0.965374
GP5d,Vorinostat,0.957995,0.8313139999999999
SU-DHL-5,Staurosporine,0.8591015,0.064074
J82,Vorinostat,0.961842,0.952467
KCL-22,Dabrafenib,0.944594,0.933845
CAL-148,Sorafenib,0.935908,0.822117
RD,MK-1775,0.8556729999999999,0.719751
NCI-H2227,Ruxolitinib,0.708044,0.962695
SNU-61,Gefitinib,0.947551,0.972723
SW756,Navitoclax,0.9869,0.830875
LXF-289,Gefitinib,0.864717,0.99085
769-P,Palbociclib,0.158953,0.827736
OCI-M1,Lapatinib,0.8528379999999999,0.89733
SU-DHL-8,Vinblastine,0.911729,0.7311350000000001
NCI-H596,Afatinib,0.210773,0.8860959999999999
LS-411N,Osimertinib,0.81499,0.971823
SHP-77,Osimertinib,0.286688,0.977382
NCI-H23,Tamoxifen,0.989759,0.972086
SLVL,MK-1775,0.469996,0.634463
EW-3,Osimertinib,0.624347,0.919755
CAL-51,Erlotinib,0.399575,0.954796
DMS-114,Nilotinib,0.823722,0.985936
L-540,Dasatinib,0.8651840000000001,0.978729
NCI-H2087,Ulixertinib,0.879677,0.8612145
COLO-824,Vorinostat,0.93743,0.730308
JHH-1,Gefitinib,0.851107,0.957801
23132-87,Vorinostat,0.979109,0.733367
UACC-62,Navitoclax,0.994142,0.959439
KYSE-220,Linsitinib,0.935034,0.941304
SNU-81,Staurosporine,0.949934,0.543849
CAL-120,Erlotinib,0.899525,0.942339
KNS-62,Osimertinib,0.894395,0.965501
huH-1,Dasatinib,0.925722,0.962269
HSC-39,Nilotinib,0.812995,0.950999
MONO-MAC-6,Navitoclax,0.945193,0.861741
RPMI-6666,Osimertinib,0.931829,0.94725
HDLM-2,Vorinostat,0.956777,0.754981
OACM5-1,Vinblastine,0.8697819999999999,0.672834
HT55,Afatinib,0.981502,0.777932
RCM-1,Gefitinib,0.974098,0.957686
PL18,Leflunomide,0.982349,0.905084
GAMG,Crizotinib,0.975248,0.988641
SF268,Vorinostat,0.969602,0.8242200000000001
OE33,Trametinib,0.982079,0.817271
SR,Navitoclax,0.934389,0.943572
KMRC-1,Linsitinib,0.8861190000000001,0.982214
MOLT-4,MK-1775,0.967978,0.5578649999999999
UACC-62,Vinblastine,0.961902,0.7052390000000001
SK-OV-3,Tamoxifen,0.908173,0.914243
SJSA-1,Palbociclib,0.97,0.9287
SK-LU-1,Erlotinib,0.984417,0.968358
U-2-OS,Ruxolitinib,0.898674,0.970752
NCI-H727,Ulixertinib,0.894333,0.7656354999999999
HEC-1,Trametinib,0.963751,0.970154
HCC2998,Tamoxifen,0.935903,0.93321
ESO51,Staurosporine,0.867708,0.488574
Ca9-22,Gefitinib,0.973673,0.811816
Saos-2,Lapatinib,0.981192,0.951032
A253,Osimertinib,0.6464989999999999,0.977498
MHH-CALL-2,Gefitinib,0.960152,0.987918
NCI-H2452,Vorinostat,0.725735,0.764865
CL-11,Lapatinib,0.88261,0.941707
RC-K8,Palbociclib,0.968501,0.93096
GOTO,Lapatinib,0.920354,0.96423
K5,Osimertinib,0.856532,0.965337
SF539,MK-1775,0.8903629999999999,0.466927
LB996-RCC,Staurosporine,0.989941,0.153952
GCIY,Vinblastine,0.8683420000000001,0.920713
C2BBe1,Crizotinib,0.986017,0.93265
LU-165,Osimertinib,0.926219,0.971526
SK-MES-1,Nilotinib,0.984315,0.98893
NB12,Tamoxifen,0.955964,0.8772540000000001
NOS-1,Sorafenib,0.755339,0.860456
PL18,Tamoxifen,0.504919,0.945797
MFH-ino,Navitoclax,0.753526,0.865717
MDA-MB-468,Leflunomide,0.9084,0.777226
BxPC-3,Osimertinib,0.8260290000000001,0.94452
GP5d,Ruxolitinib,0.767297,0.987326
OC-314,Osimertinib,0.937488,0.943279
CS1,Ulixertinib,0.959518,0.91565
HT-1376,Palbociclib,0.987648,0.966457
HuH-7,Sorafenib,0.980001,0.779482
EMC-BAC-2,Osimertinib,0.923968,0.897509
Mo-T,Crizotinib,0.965906,0.978022
5637,Crizotinib,0.886523,0.988858
SR,Sorafenib,0.987125,0.878734
SUP-T1,Trametinib,0.737466,0.983966
A2058,Dabrafenib,0.896748,0.984873
CAL-62,Afatinib,0.8769950000000001,0.878704
COR-L311,Vorinostat,0.982159,0.713241
LXF-289,Leflunomide,0.71977,0.944878
DB,Crizotinib,0.975016,0.991837
WM1552C,Navitoclax,0.8873260000000001,0.869951
CAL-148,Gefitinib,0.993232,0.981323
C2BBe1,Afatinib,0.886065,0.883274
NCI-H2122,Ulixertinib,0.953852,0.8230700000000001
WM278,Gefitinib,0.3437,0.968515
LXF-289,Dasatinib,0.515329,0.637591
C-4-I,Staurosporine,0.6921109999999999,0.339068
SW1710,Dasatinib,0.784082,0.626945
LB771-HNC,Afatinib,0.951835,0.954479
LS-180,Staurosporine,0.746566,0.459276
TC-YIK,Osimertinib,0.930071,0.953378
LAMA-84,Crizotinib,0.904683,0.8874290000000001
HCC70,Tamoxifen,0.953604,0.975552
SN12C,Staurosporine,0.797493,0.4533430000000001
NCI-H747,Staurosporine,0.813001,0.334283
Ca-Ski,MK-1775,0.909989,0.584791
MDA-MB-361,MK-1775,0.989655,0.786401
SK-LMS-1,Vinblastine,0.989481,0.745168
CAL-85-1,Gefitinib,0.825649,0.981375
KURAMOCHI,Ruxolitinib,0.844115,0.956333
CAL-85-1,Palbociclib,0.528413,0.943505
NCI-H522,Vinblastine,0.843841,0.670135
HCC-827,Vinblastine,0.921356,0.877534
SNU-182,Trametinib,0.989853,0.90124
SK-OV-3,Trametinib,0.938314,0.926509
OCI-AML3,Lapatinib,0.903423,0.935082
HCC1428,Leflunomide,0.7973359999999999,0.90305
MEL-JUSO,Trametinib,0.913305,0.815063
TT2609-C02,Linsitinib,0.862085,0.972137
CCRF-CEM,Crizotinib,0.980616,0.997446
G-MEL,Ruxolitinib,0.375446,0.985092
UACC-62,Dabrafenib,0.920685,0.26131
HCC-15,Dasatinib,0.840194,0.959413
GA-10,Nilotinib,0.965236,0.8892399999999999
8305C,Vinblastine,0.7947609999999999,0.706791
P12-ICHIKAWA,Leflunomide,0.8947950000000001,0.788249
MV-4-11,Afatinib,0.923532,0.650319
Mewo,Navitoclax,0.852649,0.879791
CFPAC-1,MK-1775,0.985973,0.648835
GDM-1,Palbociclib,0.604267,0.854714
NB12,Sorafenib,0.833183,0.771039
SBC-5,Trametinib,0.969141,0.934216
MOG-G-UVW,Gefitinib,0.937387,0.985482
RCM-1,Ruxolitinib,0.972577,0.953632
KP-4,Erlotinib,0.936279,0.98288
GB-1,Vinblastine,0.25806,0.8366
ME-1,Navitoclax,0.913219,0.241992
KELLY,Navitoclax,0.986142,0.665875
JJN-3,Lapatinib,0.985011,0.879188
KU812,Trametinib,0.993251,0.220265
VAL,Ruxolitinib,0.909716,0.977704
COLO-829,Palbociclib,0.985458,0.872194
CaR-1,Dasatinib,0.978901,0.735935
ACHN,Trametinib,0.992386,0.836887
BICR78,Dabrafenib,0.7713720000000001,0.961862
TT,Nilotinib,0.972724,0.975156
NCI-H69,Trametinib,0.987944,0.987168
NCI-H69,Linsitinib,0.959117,0.968442
AN3-CA,Nilotinib,0.966517,0.979035
KP-4,Nilotinib,0.988571,0.990417
SK-UT-1,Erlotinib,0.961495,0.976607
PA-TU-8988T,Linsitinib,0.990306,0.958801
RC-K8,Osimertinib,0.886215,0.95921
SW684,Gefitinib,0.793388,0.979623
A172,Nilotinib,0.70314,0.986138
BHT-101,Ulixertinib,0.960622,0.7966905
BT-549,Vinblastine,0.961224,0.8458889999999999
NAMALWA,Staurosporine,0.953666,0.444029
GAMG,Vorinostat,0.950498,0.810697
DMS-273,Gefitinib,0.975405,0.988163
EVSA-T,Afatinib,0.857676,0.902084
CW-2,Gefitinib,0.920749,0.940401
KS-1,MK-1775,0.064074,0.875641
HuO-3N1,Palbociclib,0.909466,0.981509
UACC-257,Lapatinib,0.971854,0.974346
HCC1806,Staurosporine,0.829456,0.166443
IM-95,MK-1775,0.8290059999999999,0.878489
EW-18,Linsitinib,0.425706,0.810879
OVCAR-4,Dasatinib,0.969039,0.905893
A2780,Tamoxifen,0.974639,0.836808
HCC1395,Dasatinib,0.965783,0.8931180000000001
LU-65,Vorinostat,0.902458,0.891275
NY,Osimertinib,0.5048279999999999,0.955401
TE-1,Sorafenib,0.247691,0.918811
SKN-3,Osimertinib,0.786097,0.971363
SNU-182,Osimertinib,0.967848,0.954888
HCC38,Crizotinib,0.916497,0.96775
HT-1376,Lapatinib,0.880237,0.886667
GAMG,Erlotinib,0.84657,0.988601
GRANTA-519,Dasatinib,0.8678620000000001,0.971753
LU-165,Erlotinib,0.737116,0.981078
CCK-81,Tamoxifen,0.911339,0.906374
OVCAR-5,Leflunomide,0.978502,0.8728229999999999
SW948,Palbociclib,0.701732,0.951271
DoTc2-4510,MK-1775,0.916797,0.8045640000000001
PF-382,Linsitinib,0.915055,0.969601
NCI-H2795,Vinblastine,0.986885,0.788446
U-87-MG,Nilotinib,0.983822,0.987098
CCRF-CEM,Trametinib,0.8545004999999999,0.989288
HCC70,Ulixertinib,0.972875,0.9585035
HuCCT1,Palbociclib,0.913229,0.935344
BxPC-3,Trametinib,0.968853,0.850668
LNCaP-Clone-FGC,Navitoclax,0.815282,0.799153
NCI-H2347,Nilotinib,0.7805949999999999,0.973253
Hey,Palbociclib,0.896619,0.873292
NCI-H520,Dabrafenib,0.123327,0.975097
KYM-1,Lapatinib,0.950482,0.8621200000000001
OVCAR-3,Vinblastine,0.983602,0.591813
LB771-HNC,Sorafenib,0.99395,0.861519
MOLM-13,Staurosporine,0.8863850000000001,0.010638
IGR-1,Leflunomide,0.983209,0.947118
KMRC-1,Gefitinib,0.918811,0.980901
TGW,Ulixertinib,0.8707959999999999,0.7885800000000001
OVCAR-4,Linsitinib,0.957551,0.965766
BFTC-909,Ruxolitinib,0.8875639999999999,0.973174
Hs-746T,Afatinib,0.961878,0.881081
HCT-116,Staurosporine,0.953708,0.256612
WM1552C,Leflunomide,0.281163,0.930211
L-1236,Sorafenib,0.992999,0.881132
AU565,Erlotinib,0.96215,0.942397
M059J,Crizotinib,0.817943,0.983815
DK-MG,Erlotinib,0.556268,0.941902
NB12,Afatinib,0.8857149999999999,0.8056840000000001
RC-K8,Staurosporine,0.884518,0.701663
769-P,Staurosporine,0.945286,0.174178
Becker,Afatinib,0.8921370000000001,0.8971889999999999
RCC10RGB,Vorinostat,0.955566,0.8735059999999999
SUP-B15,Crizotinib,0.886959,0.960691
NB7,Vorinostat,0.897114,0.826572
EFO-21,Vinblastine,0.945422,0.893241
HD-MY-Z,Sorafenib,0.825319,0.9352
NCI-H835,Tamoxifen,0.7501800000000001,0.916087
A204,Dabrafenib,0.73349,0.895681
TK,Tamoxifen,0.986908,0.988374
SNU-182,Palbociclib,0.931001,0.978367
RF-48,Lapatinib,0.990383,0.988571
SNU-398,Tamoxifen,0.982775,0.868964
KURAMOCHI,Dasatinib,0.166384,0.783698
MS-1,Leflunomide,0.985426,0.909436
NCI-H3118,Osimertinib,0.857397,0.883754
EoL-1-cell,Ruxolitinib,0.8578049999999999,0.932499
