CELL_LINE_NAME,DRUG_NAME,AUC
OACM5-1,Afatinib,0.886835
HT-144,Leflunomide,0.874186
CHP-134,Palbociclib,0.8508389999999999
CPC-N,Lapatinib,0.8408469999999999
TE-9,Gefitinib,0.9876879999999999
EW-11,Ruxolitinib,0.9833
Raji,Palbociclib,0.888971
SNU-423,Crizotinib,0.9763629999999999
OVISE,Dabrafenib,0.9796469999999999
SW48,Vinblastine,0.61169
HCC1143,Ruxolitinib,0.979541
AU565,Leflunomide,0.9170520000000001
SKG-IIIa,Dabrafenib,0.978535
T-T,Afatinib,0.699708
TGBC1TKB,Dabrafenib,0.9536040000000001
CAL-27,Dabrafenib,0.9827600000000001
GDM-1,Trametinib,0.905546
DK-MG,Lapatinib,0.899525
AN3-CA,Osimertinib,0.979675
RKO,MK-1775,0.618822
SW948,Ulixertinib,0.8661264999999999
HCC-44,Tamoxifen,0.9477399999999999
SNU-5,Linsitinib,0.9718200000000001
KYM-1,Staurosporine,0.180202
RMG-I,Linsitinib,0.9746379999999999
NCI-H1755,Osimertinib,0.942672
SW13,MK-1775,0.7784939999999999
TYK-nu,Vorinostat,0.771238
CHSA8926,Linsitinib,0.975852
MHH-PREB-1,Dasatinib,0.977561
NCI-H2731,Ruxolitinib,0.9616520000000001
SUP-M2,Dasatinib,0.993232
KM-H2,Linsitinib,0.964082
PC-14,Afatinib,0.409183
OVCAR-5,Daporinad,0.450246
ES6,Vorinostat,0.774621
M14,Linsitinib,0.959518
NCI-H2029,Afatinib,0.916794
GB-1,Crizotinib,0.9832879999999999
COLO-679,Sorafenib,0.8829879999999999
A4-Fuk,Vinblastine,0.43023599999999995
HCC1599,Tamoxifen,0.948591
EW-24,Nilotinib,0.978706
FADU,Linsitinib,0.979301
L-1236,Osimertinib,0.982808
TC-71,Gefitinib,0.982425
CAL-51,Osimertinib,0.9476680000000001
BICR10,Lapatinib,0.941773
NH-12,Gefitinib,0.970576
BFTC-905,Staurosporine,0.253925
SAS,MK-1775,0.5752390000000001
KALS-1,Afatinib,0.902539
JHH-6,Ulixertinib,0.938241
C32,Palbociclib,0.97334
TYK-nu,Erlotinib,0.919427
BxPC-3,Tamoxifen,0.961023
Ca9-22,MK-1775,0.605941
SIMA,Crizotinib,0.971931
MDA-MB-330,Sorafenib,0.884518
TE-12,Ruxolitinib,0.944258
CAMA-1,Crizotinib,0.95342
NB7,Nilotinib,0.9920709999999999
NCI-H82,Sorafenib,0.8537899999999999
LB831-BLC,Erlotinib,0.984441
COLO-668,Leflunomide,0.922832
CPC-N,MK-1775,0.5616869999999999
L-428,MK-1775,0.477692
NCI-H441,Palbociclib,0.912011
MOLT-4,Ruxolitinib,0.988245
A549,Nilotinib,0.9612440000000001
EC-GI-10,Gefitinib,0.851892
SU-DHL-6,Tamoxifen,0.895576
HO-1-N-1,Lapatinib,0.798707
MDST8,Ruxolitinib,0.9806549999999999
ES7,Navitoclax,0.774087
ALL-PO,Nilotinib,0.9318870000000001
A101D,Dabrafenib,0.49651999999999996
HT-1376,Sorafenib,0.920378
ESS-1,Osimertinib,0.987826
KOPN-8,Dasatinib,0.9738040000000001
NEC8,Lapatinib,0.974409
22RV1,Vinblastine,0.646925
PA-TU-8988T,Erlotinib,0.93909
OCUM-1,Nilotinib,0.973151
NCI-N87,Gefitinib,0.889516
NCI-H1623,Gefitinib,0.893639
KY821,Nilotinib,0.9488190000000001
A673,Sorafenib,0.906126
GDM-1,Linsitinib,0.740476
NCI-H2009,Vorinostat,0.708815
SK-ES-1,MK-1775,0.5144880000000001
SHP-77,Daporinad,0.541491
SNG-M,Dasatinib,0.8101149999999999
MDA-MB-175-VII,Dasatinib,0.9758819999999999
CCRF-CEM,Lapatinib,0.8360200000000001
NCI-H196,Dasatinib,0.987505
DG-75,MK-1775,0.5695600000000001
DoTc2-4510,Palbociclib,0.977852
BPH-1,Leflunomide,0.875718
RCC-JW,Trametinib,0.9505379999999999
CAL-120,Gefitinib,0.9635370000000001
Hs-445,Trametinib,0.966442
647-V,Leflunomide,0.9355700000000001
HDLM-2,Nilotinib,0.971683
DAN-G,Dabrafenib,0.9740700000000001
SKN,Crizotinib,0.984984
SF539,Lapatinib,0.921493
NCI-H1963,Palbociclib,0.971901
SK-N-SH,Osimertinib,0.9423799999999999
BV-173,Lapatinib,0.852649
23132-87,Dabrafenib,0.980517
EW-11,Sorafenib,0.841397
D-263MG,Ruxolitinib,0.976715
EW-3,Staurosporine,0.466153
MOLM-13,Vorinostat,0.531913
T98G,Crizotinib,0.994777
VMRC-RCZ,Lapatinib,0.968419
Detroit562,Navitoclax,0.854565
RERF-LC-Sq1,Afatinib,0.664771
SNU-81,Trametinib,0.967038
LN-229,Leflunomide,0.866634
D-263MG,Tamoxifen,0.932895
KS-1,Palbociclib,0.964382
SK-UT-1,Ulixertinib,0.9660405
EB-3,Erlotinib,0.9684219999999999
NB10,Leflunomide,0.938314
SK-N-AS,Vinblastine,0.632432
NUGC-4,Dasatinib,0.9305209999999999
HOP-92,Lapatinib,0.957625
ECC10,Vorinostat,0.6663789999999999
ML-2,Palbociclib,0.762108
OCI-AML2,Leflunomide,0.9057629999999999
NCI-H1688,Tamoxifen,0.9714200000000001
CHL-1,Dabrafenib,0.9787450000000001
MFH-ino,Vinblastine,0.9356760000000001
KU812,Dasatinib,0.021787
COLO-684,Lapatinib,0.8670040000000001
NCI-H929,Sorafenib,0.862814
KP-3,Erlotinib,0.9603799999999999
CAL-62,Osimertinib,0.959357
HCC1428,MK-1775,0.8257200000000001
KOPN-8,Osimertinib,0.98167
RH-1,Afatinib,0.885756
8305C,Trametinib,0.8509950000000001
CAL-39,Daporinad,0.9700559999999999
P30-OHK,Nilotinib,0.979822
KMOE-2,Erlotinib,0.9696959999999999
TK10,Linsitinib,0.9438219999999999
BT-20,Palbociclib,0.979628
SUIT-2,Ulixertinib,0.8956824999999999
SW1088,Linsitinib,0.975302
DU-4475,MK-1775,0.6717930000000001
Calu-3,Ruxolitinib,0.971095
HCC-366,Afatinib,0.930276
DBTRG-05MG,Trametinib,0.815504
CHP-134,Tamoxifen,0.952888
ATN-1,Dasatinib,0.970833
P31-FUJ,Tamoxifen,0.9022450000000001
ATN-1,Tamoxifen,0.946506
TGBC11TKB,Ruxolitinib,0.968458
SNU-449,Lapatinib,0.840037
SW1271,Navitoclax,0.9548209999999999
HH,Palbociclib,0.910417
COR-L88,Osimertinib,0.9343459999999999
NCI-H2342,Vorinostat,0.874389
K5,Dasatinib,0.738681
SK-LMS-1,Crizotinib,0.982123
HEC-1,Ulixertinib,0.9578565
OCI-M1,Dasatinib,0.9605899999999999
NCI-H2461,Osimertinib,0.961355
HuH-7,Nilotinib,0.98735
HGC-27,Lapatinib,0.837181
CAL-62,Linsitinib,0.94594
SH-4,Afatinib,0.901178
NCI-H2795,Afatinib,0.837641
NAMALWA,Erlotinib,0.975116
ARH-77,Afatinib,0.805181
ALL-SIL,Palbociclib,0.9270280000000001
SCC-3,Nilotinib,0.9678059999999999
HCC2998,Crizotinib,0.873642
HSC-4,Ruxolitinib,0.981517
OCI-AML5,Trametinib,0.378108
OE19,Staurosporine,0.529492
U-2-OS,Daporinad,0.563701
LOU-NH91,Vinblastine,0.594353
HTC-C3,Tamoxifen,0.917077
EW-11,Erlotinib,0.975941
COR-L23,Linsitinib,0.9357129999999999
HCC1187,Dasatinib,0.990175
ES6,Lapatinib,0.823155
U251,Vinblastine,0.644969
EW-13,Nilotinib,0.989577
VMRC-LCD,Nilotinib,0.985799
SNG-M,Staurosporine,0.183791
JHU-022,Dabrafenib,0.9589340000000001
SW1116,Ulixertinib,0.9127265
JURL-MK1,Ulixertinib,0.785608
GRANTA-519,Sorafenib,0.852974
VA-ES-BJ,Osimertinib,0.954083
8-MG-BA,Lapatinib,0.871043
HuH-7,Dasatinib,0.9809979999999999
MOG-G-UVW,Tamoxifen,0.9624280000000001
OVISE,Palbociclib,0.9855139999999999
EM-2,Trametinib,0.7496729999999999
KARPAS-1106P,Afatinib,0.8589600000000001
NCI-H1781,Staurosporine,0.445143
VMRC-LCD,Dabrafenib,0.9829370000000001
L-540,Ulixertinib,0.8945175000000001
OSC-20,Erlotinib,0.936736
PSN1,Nilotinib,0.984116
WM35,Trametinib,0.22598800000000002
KARPAS-45,MK-1775,0.5028779999999999
SK-CO-1,MK-1775,0.601698
JIMT-1,Gefitinib,0.98829
MM1S,Nilotinib,0.990999
NCI-H2066,Osimertinib,0.9605290000000001
HT-1080,Dabrafenib,0.9497950000000001
TT2609-C02,Navitoclax,0.9020969999999999
COLO-792,Staurosporine,0.377185
ECC10,Lapatinib,0.805708
KMRC-1,Tamoxifen,0.930689
FADU,Vorinostat,0.861282
CW-2,Afatinib,0.68972
WM793B,Linsitinib,0.976669
COLO-668,Crizotinib,0.9802290000000001
COLO-668,MK-1775,0.773686
NCI-H2170,Sorafenib,0.9133620000000001
L-363,Navitoclax,0.947997
HOS,Linsitinib,0.952727
HCC2998,Ruxolitinib,0.990075
EVSA-T,Palbociclib,0.9596870000000001
HCC2218,MK-1775,0.944074
NB69,Leflunomide,0.9116129999999999
FU-OV-1,Palbociclib,0.96562
IHH-4,Vinblastine,0.589525
MEL-JUSO,MK-1775,0.812423
LB771-HNC,Navitoclax,0.830024
KARPAS-45,Navitoclax,0.46439600000000003
CCK-81,Trametinib,0.7955300000000001
MES-SA,Lapatinib,0.920582
DEL,Staurosporine,0.09108
HLE,Linsitinib,0.9697870000000001
CAL-120,Nilotinib,0.867708
OCUB-M,Ribociclib,0.985973
NCI-H1793,Nilotinib,0.95567
MM1S,Erlotinib,0.988833
HT-144,Vinblastine,0.710864
KARPAS-299,Palbociclib,0.8277530000000001
GAK,Ruxolitinib,0.978973
NCI-H2591,Ruxolitinib,0.961823
CaR-1,Palbociclib,0.9353229999999999
GI-1,Navitoclax,0.857719
A2780,Afatinib,0.692271
KP-3,Nilotinib,0.977625
HCC1187,Erlotinib,0.967575
RL95-2,Vorinostat,0.774718
Hs-445,Nilotinib,0.972864
NCI-H520,Vorinostat,0.8034140000000001
NCI-H1341,Tamoxifen,0.9357260000000001
TE-9,Daporinad,0.658525
SW48,Gefitinib,0.8161069999999999
HCC2157,Erlotinib,0.958858
BICR22,Trametinib,0.926846
Saos-2,Vorinostat,0.8623799999999999
OACM5-1,Dasatinib,0.878483
OVKATE,Daporinad,0.778741
MDA-MB-453,Dasatinib,0.978605
DB,Palbociclib,0.8447040000000001
OCI-AML2,Crizotinib,0.982251
L-1236,Daporinad,0.725326
HT-1080,Vorinostat,0.8385100000000001
EoL-1-cell,Dasatinib,0.192416
NCI-H1838,MK-1775,0.868767
KYM-1,Palbociclib,0.823722
Mewo,Staurosporine,0.615486
GCT,Afatinib,0.8766639999999999
PCI-4B,Ruxolitinib,0.959362
EC-GI-10,Staurosporine,0.35286300000000004
LN-405,Tamoxifen,0.9719780000000001
OSC-20,Vorinostat,0.8834700000000001
COLO-684,Dasatinib,0.981331
BICR10,MK-1775,0.5352899999999999
KYSE-410,Tamoxifen,0.856066
MG-63,Vorinostat,0.863303
Ramos-2G6-4C10,Ruxolitinib,0.997584
UM-UC-3,Gefitinib,0.9870540000000001
Hs-766T,Osimertinib,0.921157
GDM-1,Ruxolitinib,0.82935
LU-65,Ruxolitinib,0.8608180000000001
SNU-C1,Staurosporine,0.500236
KYSE-410,Staurosporine,0.543746
HO-1-N-1,Nilotinib,0.9920260000000001
KP-4,Gefitinib,0.985844
BT-20,Vinblastine,0.938019
HuO-3N1,Sorafenib,0.956702
SNU-C2B,Leflunomide,0.8698739999999999
SK-PN-DW,Ulixertinib,0.9844845
DK-MG,Staurosporine,0.132356
NCI-H1703,Vorinostat,0.889718
BICR78,Nilotinib,0.9853719999999999
CAL-54,Trametinib,0.768636
KYSE-140,Palbociclib,0.9610290000000001
SNU-182,Sorafenib,0.910235
HAL-01,Nilotinib,0.955787
OS-RC-2,Crizotinib,0.946958
SW1463,Gefitinib,0.951724
SW756,MK-1775,0.823915
NCI-H1623,Crizotinib,0.985518
NCI-H226,Ulixertinib,0.93726
KP-1N,Dabrafenib,0.9646469999999999
HCC-827,Afatinib,0.456042
EW-3,Linsitinib,0.782181
KYAE-1,Nilotinib,0.9934149999999999
SK-ES-1,Navitoclax,0.647892
EW-3,Vinblastine,0.48860699999999996
OS-RC-2,MK-1775,0.898624
SW684,Palbociclib,0.965526
NCI-H2029,Palbociclib,0.992732
NCI-H716,Ulixertinib,0.7947085
MES-SA,Nilotinib,0.989756
NCI-H1573,Navitoclax,0.825614
NCI-H810,Crizotinib,0.988598
IGROV-1,Erlotinib,0.789597
MDA-MB-330,Trametinib,0.979309
SJRH30,Nilotinib,0.961519
NCI-H526,Linsitinib,0.96946
KARPAS-45,Leflunomide,0.927074
NCI-H1417,MK-1775,0.46951499999999996
HCC38,Palbociclib,0.9718120000000001
KYM-1,Osimertinib,0.954599
NCI-H1703,Afatinib,0.708466
IST-SL2,Crizotinib,0.965211
GI-ME-N,Gefitinib,0.964967
COLO-205,Nilotinib,0.934573
P31-FUJ,Erlotinib,0.95149
EFO-21,Crizotinib,0.974281
G-402,Ruxolitinib,0.976605
YAPC,Navitoclax,0.9739530000000001
SNU-182,Linsitinib,0.958368
PL18,Lapatinib,0.9777889999999999
OE19,Vorinostat,0.724784
PANC-02-03,Vorinostat,0.775316
UMC-11,MK-1775,0.682804
NCI-H1869,Leflunomide,0.916718
NCI-H2405,Trametinib,0.5529689999999999
MDA-MB-175-VII,Trametinib,0.66491
U-118-MG,Vinblastine,0.817884
BICR22,Navitoclax,0.799596
NCI-H1048,Tamoxifen,0.9281520000000001
HSC-3,Dabrafenib,0.962044
SU-DHL-5,Linsitinib,0.988176
OV-56,Lapatinib,0.9715
PC-14,Daporinad,0.7436
Daudi,Staurosporine,0.22086999999999998
CL-34,MK-1775,0.689141
RH-1,Staurosporine,0.375446
Ca-Ski,Erlotinib,0.9146690000000001
HCC1428,Navitoclax,0.7087479999999999
M059J,Nilotinib,0.9874450000000001
EJM,Gefitinib,0.986517
NCI-H650,Linsitinib,0.96691
GI-1,Daporinad,0.601425
COLO-320-HSR,Trametinib,0.994059
DMS-53,Crizotinib,0.9887020000000001
TE-4,Leflunomide,0.878186
8-MG-BA,Ulixertinib,0.9410925
NCI-H1755,Vorinostat,0.768489
SW1783,Palbociclib,0.9823709999999999
Calu-3,Lapatinib,0.675233
ES7,MK-1775,0.7407819999999999
NUGC-4,Trametinib,0.716353
HeLa,Dasatinib,0.9691850000000001
GOTO,Afatinib,0.8789399999999999
VMRC-RCZ,Sorafenib,0.960305
J82,Vinblastine,0.980088
NB10,Vinblastine,0.513599
HCC1569,Ribociclib,0.962533
CAL-51,Trametinib,0.87875
L-1236,Leflunomide,0.881193
HCC2157,Afatinib,0.774012
HuP-T3,Erlotinib,0.958674
ST486,Erlotinib,0.9888950000000001
FLO-1,Dabrafenib,0.960206
NCI-H358,Tamoxifen,0.952895
EM-2,Lapatinib,0.987339
EoL-1-cell,Nilotinib,0.086154
SK-MEL-1,Erlotinib,0.97924
DAN-G,Afatinib,0.799189
639-V,MK-1775,0.73934
COLO-792,Tamoxifen,0.8837709999999999
HL-60,Sorafenib,0.738829
42-MG-BA,Lapatinib,0.927952
T47D,Navitoclax,0.832944
RS4-11,Gefitinib,0.990715
MDST8,Tamoxifen,0.9470620000000001
MDA-MB-157,Sorafenib,0.892597
NCI-H3118,Erlotinib,0.814962
EW-3,Gefitinib,0.9815709999999999
MPP-89,Tamoxifen,0.9433459999999999
MS-1,Navitoclax,0.623341
ETK-1,Tamoxifen,0.897581
EW-16,Leflunomide,0.838625
COR-L95,Dasatinib,0.979554
SW620,Vinblastine,0.700627
NCI-H1694,Osimertinib,0.9873209999999999
OCUB-M,Linsitinib,0.966083
NCI-H2066,Erlotinib,0.9073690000000001
COLO-668,Daporinad,0.80584
ASH-3,Gefitinib,0.987957
OVCAR-5,Osimertinib,0.961968
OCUM-1,Dasatinib,0.9588549999999999
A253,Dasatinib,0.94965
NCI-H2591,Sorafenib,0.901625
RPMI-8866,Ulixertinib,0.965793
LN-405,Sorafenib,0.934098
U-266,Osimertinib,0.971368
SBC-5,Osimertinib,0.952677
OVTOKO,Ulixertinib,0.9457030000000001
EB-3,Gefitinib,0.980719
Ca9-22,Linsitinib,0.9862780000000001
HCC1395,Lapatinib,0.851565
MFE-296,Afatinib,0.9501379999999999
SBC-3,Sorafenib,0.894445
Detroit562,Leflunomide,0.8880530000000001
LB996-RCC,Gefitinib,0.8999520000000001
VAL,Tamoxifen,0.913367
NCI-H520,Crizotinib,0.986922
23132-87,Ulixertinib,0.9153415000000001
SCC-3,Gefitinib,0.991986
IA-LM,Nilotinib,0.993323
RPMI-8402,Afatinib,0.731359
NCI-H69,Palbociclib,0.909849
MS751,Tamoxifen,0.9259280000000001
MKN45,Afatinib,0.8766370000000001
NCI-H2170,Staurosporine,0.194683
NAMALWA,Vorinostat,0.70927
NCI-H2023,Afatinib,0.852131
H-EMC-SS,Tamoxifen,0.921542
MOLP-8,Palbociclib,0.9383229999999999
MV-4-11,Lapatinib,0.87646
BE-13,Vorinostat,0.567475
LU-65,Ulixertinib,0.769306
SCC-3,Leflunomide,0.916641
M14,Dabrafenib,0.229735
Hs-766T,Lapatinib,0.8007770000000001
CAMA-1,Staurosporine,0.634857
HCC1954,Trametinib,0.932917
VCaP,Gefitinib,0.9809899999999999
WM1552C,Ruxolitinib,0.9850610000000001
TT,Dabrafenib,0.950358
MKN1,Trametinib,0.947459
L-363,Dasatinib,0.9708620000000001
HCC2218,Sorafenib,0.7552989999999999
SHP-77,Nilotinib,0.9611139999999999
HCC1143,Crizotinib,0.900467
HGC-27,Palbociclib,0.776101
LOU-NH91,Nilotinib,0.988309
BICR22,Nilotinib,0.991442
VA-ES-BJ,Vinblastine,0.686396
SK-N-SH,Daporinad,0.578191
KYSE-140,Lapatinib,0.779894
DSH1,Daporinad,0.584647
RCC10RGB,Vinblastine,0.8103130000000001
SJSA-1,Vinblastine,0.6588390000000001
NCI-H441,Trametinib,0.9085709999999999
NCI-H2373,Palbociclib,0.946451
EJM,Sorafenib,0.8911020000000001
SW626,MK-1775,0.769737
SW1417,Vorinostat,0.80628
JHU-022,Lapatinib,0.7036789999999999
KINGS-1,Navitoclax,0.815346
RKO,Lapatinib,0.9574229999999999
C32,Staurosporine,0.45952200000000004
MM1S,Afatinib,0.8882120000000001
A549,Ulixertinib,0.804292
OVCA420,Navitoclax,0.868501
KYSE-140,Afatinib,0.6708189999999999
NCI-H2373,Sorafenib,0.9358770000000001
GR-ST,Navitoclax,0.8938790000000001
NH-12,Ruxolitinib,0.966382
NCI-H2085,Staurosporine,0.450658
KYSE-150,Erlotinib,0.8754559999999999
NCI-H1963,Nilotinib,0.974599
M14,Osimertinib,0.9637120000000001
BT-549,Osimertinib,0.9476209999999999
COLO-668,Dasatinib,0.9802700000000001
CW-2,Vinblastine,0.833058
OCI-AML3,Ulixertinib,0.679563
SK-GT-2,Crizotinib,0.988547
COR-L279,Vinblastine,0.536564
NCI-H64,Palbociclib,0.9378700000000001
SCC-3,Palbociclib,0.924694
LNCaP-Clone-FGC,Dasatinib,0.9430709999999999
CA46,Palbociclib,0.8999950000000001
GR-ST,Osimertinib,0.9311719999999999
TOV-21G,Palbociclib,0.8786450000000001
HCC1187,Afatinib,0.9357690000000001
KYSE-70,Trametinib,0.942069
SK-UT-1,Trametinib,0.979756
OE21,Trametinib,0.820896
LXF-289,Afatinib,0.8943110000000001
NCI-H1963,Sorafenib,0.762977
HCT-116,Gefitinib,0.979915
SCC-3,Lapatinib,0.909466
C-33-A,Ulixertinib,0.8952899999999999
ATN-1,Vorinostat,0.633877
NB1,Erlotinib,0.957448
SU-DHL-8,Vorinostat,0.7341880000000001
COLO-205,Vinblastine,0.544007
NCI-H1666,Navitoclax,0.917291
EJM,Vorinostat,0.779293
HuCCT1,Dabrafenib,0.9369879999999999
TE-4,Sorafenib,0.881843
SK-N-SH,Vorinostat,0.8246319999999999
769-P,Dasatinib,0.788829
HCC2998,Dasatinib,0.9917290000000001
HOP-92,Erlotinib,0.924703
EW-24,Leflunomide,0.882606
DU-145,Palbociclib,0.982186
SNU-387,Nilotinib,0.9857450000000001
JVM-3,Erlotinib,0.945743
DMS-53,Erlotinib,0.9386680000000001
PC-3,Navitoclax,0.85519
OSC-20,Sorafenib,0.9425889999999999
TE-15,Navitoclax,0.9796590000000001
Hs-766T,Trametinib,0.720478
Ramos-2G6-4C10,Erlotinib,0.997508
CW-2,Crizotinib,0.956709
RPMI-8402,Gefitinib,0.991224
HCC-78,Afatinib,0.764586
HCC1395,MK-1775,0.6760430000000001
HDLM-2,Vinblastine,0.5048279999999999
SAT,Linsitinib,0.8941479999999999
TT,Erlotinib,0.965066
SW1463,Palbociclib,0.869766
NCI-H1355,Staurosporine,0.597327
VA-ES-BJ,Afatinib,0.911142
COR-L88,Linsitinib,0.9580049999999999
D-263MG,Osimertinib,0.977434
SK-MEL-2,Staurosporine,0.554673
HOP-92,Palbociclib,0.9744299999999999
OVCA420,Dasatinib,0.714179
OVCAR-8,Erlotinib,0.9494299999999999
DU-145,Erlotinib,0.9730049999999999
KYSE-150,Dabrafenib,0.975266
HCC1500,MK-1775,0.8630770000000001
A549,Leflunomide,0.902379
Daudi,Trametinib,0.9850610000000001
HCC1428,Trametinib,0.967945
SF268,Sorafenib,0.887424
VM-CUB-1,Palbociclib,0.9338489999999999
T-T,Trametinib,0.79356
MOLT-16,Vorinostat,0.700593
PFSK-1,Leflunomide,0.837058
GAK,Staurosporine,0.596677
HCT-116,Ruxolitinib,0.969189
SiHa,Linsitinib,0.965189
SW837,Linsitinib,0.9496690000000001
EN,Afatinib,0.8901979999999999
EPLC-272H,Linsitinib,0.93804
EM-2,Navitoclax,0.42982
OE33,Sorafenib,0.913164
KU812,Afatinib,0.829263
TE-9,Dasatinib,0.890806
T-T,Osimertinib,0.889739
Mewo,Vorinostat,0.79908
SNU-C2B,Nilotinib,0.975248
TYK-nu,Afatinib,0.875483
K5,Ulixertinib,0.8369969999999999
MDA-MB-468,Ribociclib,0.990557
ESS-1,Trametinib,0.9250860000000001
SW900,Linsitinib,0.92822
OV-56,Trametinib,0.9706459999999999
NAMALWA,Dasatinib,0.8941969999999999
KNS-62,Dasatinib,0.9575530000000001
NB10,Lapatinib,0.945641
ALL-SIL,Navitoclax,0.298062
HCC1954,Lapatinib,0.845979
NCI-H1092,Ulixertinib,0.949384
SR,Vorinostat,0.596688
NCI-H209,Crizotinib,0.9934780000000001
SW626,Gefitinib,0.9681200000000001
HL-60,Staurosporine,0.394127
DK-MG,Gefitinib,0.978748
NCI-H2722,Tamoxifen,0.9007280000000001
RERF-LC-KJ,Tamoxifen,0.899991
L-363,Afatinib,0.889491
KM12,Ulixertinib,0.8058595000000001
Mewo,Afatinib,0.859397
JURL-MK1,Linsitinib,0.941768
TGBC24TKB,Linsitinib,0.8597969999999999
NCI-H1650,Linsitinib,0.912112
WIL2-NS,Vinblastine,0.450504
HT-115,MK-1775,0.7160479999999999
SW620,Afatinib,0.858483
EKVX,Crizotinib,0.9845729999999999
BV-173,Dabrafenib,0.8883
TCCSUP,Afatinib,0.9281870000000001
MDST8,Crizotinib,0.844274
EW-11,Trametinib,0.9844629999999999
COLO-829,Trametinib,0.514475
MOG-G-CCM,MK-1775,0.749468
HSC-3,MK-1775,0.713549
PA-1,Dasatinib,0.781517
K-562,Osimertinib,0.969864
DOV13,Palbociclib,0.784506
SK-UT-1,Daporinad,0.480735
TE-5,Gefitinib,0.9777170000000001
COLO-824,Afatinib,0.802118
IST-MEL1,Nilotinib,0.984502
A3-KAW,Erlotinib,0.914625
NB7,Lapatinib,0.969716
DMS-79,Ruxolitinib,0.992166
Hs-578-T,Nilotinib,0.808297
TE-5,Dabrafenib,0.983562
A2058,Leflunomide,0.9623379999999999
OS-RC-2,Osimertinib,0.9358200000000001
JSC-1,Linsitinib,0.990867
KP-4,Leflunomide,0.890727
GP5d,Palbociclib,0.9396450000000001
RT4,Vinblastine,0.7174119999999999
NCI-H2228,Nilotinib,0.97839
MKN45,Staurosporine,0.587224
NCI-H1694,Vorinostat,0.701816
WSU-NHL,Navitoclax,0.669743
SF268,Dabrafenib,0.983441
NCI-H524,Ruxolitinib,0.987816
Daoy,Vinblastine,0.542773
TGW,Ruxolitinib,0.9816379999999999
NCI-H2122,Crizotinib,0.958475
RPMI-7951,Gefitinib,0.988282
COLO-668,Tamoxifen,0.957791
KU-19-19,Ulixertinib,0.6414839999999999
CAL-27,Navitoclax,0.8348129999999999
SW756,Sorafenib,0.871015
NCI-H1651,Lapatinib,0.9527629999999999
OVCAR-8,Tamoxifen,0.9395870000000001
SK-N-SH,Tamoxifen,0.92505
OVCAR-4,Staurosporine,0.560443
MKN1,Ulixertinib,0.856549
Calu-3,Sorafenib,0.894732
TE-15,Leflunomide,0.903489
CL-11,Osimertinib,0.932587
HT-1197,Ruxolitinib,0.970406
D-283MED,Gefitinib,0.986079
KELLY,Dabrafenib,0.988825
SW684,Ruxolitinib,0.965332
HGC-27,Sorafenib,0.8701
U-87-MG,Osimertinib,0.9601219999999999
KARPAS-45,Linsitinib,0.9353799999999999
OAW-42,Osimertinib,0.96119
CCK-81,Ruxolitinib,0.986002
GI-ME-N,Staurosporine,0.313206
NCI-H2023,Palbociclib,0.925107
OCUM-1,Lapatinib,0.975435
PANC-03-27,Dabrafenib,0.9797469999999999
NCI-H2122,Dabrafenib,0.9789040000000001
NCI-H1299,Navitoclax,0.91805
MDA-MB-175-VII,Dabrafenib,0.978985
BV-173,Palbociclib,0.8728629999999999
LAMA-84,Linsitinib,0.9786520000000001
MOG-G-UVW,Vinblastine,0.396313
EVSA-T,Osimertinib,0.9866229999999999
22RV1,Nilotinib,0.9728889999999999
LNCaP-Clone-FGC,Vinblastine,0.710755
IST-MES1,Dasatinib,0.745562
NCI-H1092,Osimertinib,0.959966
DMS-273,Staurosporine,0.562958
SW1271,Linsitinib,0.9460200000000001
OVMIU,Leflunomide,0.912048
HDQ-P1,Afatinib,0.733237
HT-1197,Dabrafenib,0.9320370000000001
TE-1,MK-1775,0.667601
CGTH-W-1,Tamoxifen,0.951851
FU97,Dabrafenib,0.925336
EW-7,Navitoclax,0.797776
NCI-H2009,Sorafenib,0.9035040000000001
HSC-2,Staurosporine,0.27989899999999995
C32,Dasatinib,0.979879
AM-38,Erlotinib,0.958873
MS751,Osimertinib,0.916638
HSC-4,Palbociclib,0.9905790000000001
OVKATE,Vinblastine,0.947417
OE19,Afatinib,0.356966
GI-1,Sorafenib,0.923105
DMS-53,Palbociclib,0.938931
MS-1,Staurosporine,0.503709
SCC-4,Lapatinib,0.932401
KMOE-2,Linsitinib,0.9376200000000001
A204,Navitoclax,0.784142
LOXIMVI,Ulixertinib,0.8108175
SJSA-1,MK-1775,0.800793
SW1783,Vinblastine,0.805775
MM1S,Leflunomide,0.919286
GDM-1,Dabrafenib,0.853842
U-698-M,Dasatinib,0.808708
EW-16,Erlotinib,0.94319
LNCaP-Clone-FGC,Erlotinib,0.9761700000000001
OVCAR-5,Staurosporine,0.496729
KYSE-70,Nilotinib,0.9894790000000001
NCI-H23,Vinblastine,0.618887
IGR-37,Osimertinib,0.9864229999999999
NCI-H2722,Vinblastine,0.921956
8-MG-BA,MK-1775,0.573191
HCC1143,MK-1775,0.715972
CL-34,Staurosporine,0.429591
COLO-679,Palbociclib,0.9774520000000001
BALL-1,Trametinib,0.994251
MONO-MAC-6,Nilotinib,0.9607969999999999
COLO-824,Erlotinib,0.934336
PANC-04-03,Gefitinib,0.9303680000000001
SNU-175,Tamoxifen,0.9627819999999999
639-V,Trametinib,0.952681
HuP-T3,Gefitinib,0.9738600000000001
